Paper_ID,DOI,Title,Abstract,Venue,publicationType,publication_type_2,venue_id,journal_name,pages,volume,edition_id,Year,publicationDate,Citations,References,Authors,Author_Ids,URL,s2FieldsOfStudys,Corresponding_Author_ID
000734d25e1952d5dd1d5af66a88fd7e565abf33,10.1109/CCWC57344.2023.10099366,Predicting EURO Games Using an Ensemble Technique Involving Genetic Algorithms and Machine Learning,,Computing and Communication Workshop and Conference,conference,"['JournalArticle', 'Conference']",b8e1c2e0-1b74-4058-baa7-54f0bb392eba,2023 IEEE 13th Annual Computing and Communication Workshop and Conference (CCWC),0470-0475,Unknown,11,2023.0,2023-03-08,2,9,Arisoa S. Randrianasolo,3245425,https://www.semanticscholar.org/paper/000734d25e1952d5dd1d5af66a88fd7e565abf33,Computer Science,3245425
00080e5262120b1a8173518a1a5f9ce3da8aeb50,10.48550/arXiv.2405.15709,Information-theoretic Generalization Analysis for Expected Calibration Error,,Neural Information Processing Systems,conference,['JournalArticle'],d9720b90-d60b-48bc-9df8-87a30b9a60dd,ArXiv,Unknown,abs/2405.15709,12,2024.0,2024-05-24,0,42,"Futoshi Futami, Masahiro Fujisawa","29800064, 6185326",https://www.semanticscholar.org/paper/00080e5262120b1a8173518a1a5f9ce3da8aeb50,"Computer Science, Mathematics",29800064
0009c22526019f1b1a07537244382ed874371079,10.1109/BigData62323.2024.10825786,Personalized Federated Learning by Domain-Aware Network Pruning and Re-growth,,BigData Congress [Services Society],conference,"['JournalArticle', 'Conference']",1124d164-490d-4da9-b0c2-ce8a8dc98202,2024 IEEE International Conference on Big Data (BigData),1464-1469,Unknown,13,2024.0,2024-12-15,0,17,"Yuto Suzuki, F. Kashani","2215690516, 3030273",https://www.semanticscholar.org/paper/0009c22526019f1b1a07537244382ed874371079,Computer Science,2215690516
000ac127a9e270e66d99d77dd6dbf4bf5186ce52,10.1007/978-3-030-03146-6_44,Improvement in Software Defect Prediction Outcome Using Principal Component Analysis and Ensemble Machine Learning Algorithms,,International Conference Intelligent Data Communication Technologies and Internet Things,conference,['Conference'],ab0ea0d9-ab60-449f-ac5e-9cbc0e3d5a6e,International Conference on Intelligent Data Communication Technologies and Internet of Things (ICICI) 2018,Unknown,Unknown,14,2018.0,2018-08-07,9,13,"N. Dhamayanthi, B. Lavanya","2989395, 144840972",https://www.semanticscholar.org/paper/000ac127a9e270e66d99d77dd6dbf4bf5186ce52,Computer Science,2989395
000ae7ec0987195782b71db051235dd1e200ab4a,10.1109/ISCIT63075.2024.10793695,Designing a User-Centric AI-Driven Mobile App for Personalized Time Management: Integrating Machine Learning and Design Thinking,,International Symposium on Communications and Information Technologies,conference,['JournalArticle'],cb4cad41-2375-4efe-b205-7ce789c1b8af,2024 23rd International Symposium on Communications and Information Technologies (ISCIT),212-217,Unknown,15,2024.0,2024-09-23,0,26,"Punpaporn Saardloun, Napacha Mahadumrongkul, Kanis Surajarus, Kankanit Suppataratarn, Kantapong Horaraung, Nalanlak Wonggulya, Pann Klankasem, Pitchapa Chaicharoen, Weeraya Hew, Sasinapa Anugulsawad, Mohamed Skander Mahjoub, Aung Pyae","2335888725, 2335894166, 2335888972, 2335889108, 2335894787, 2335886011, 2335894174, 2335894151, 2335889430, 2335888979, 2335894235, 2740374",https://www.semanticscholar.org/paper/000ae7ec0987195782b71db051235dd1e200ab4a,"Computer Science, Education",2335888725
000b53134b805be72e269cd79463dff4fd59d9f7,10.1109/RoEduNet51892.2020.9324855,Machine Learning in Manufacturing: Processes Classification Using Support Vector Machine and Horse Optimization Algorithm,,International Conference on Networking in Education and Research,conference,"['JournalArticle', 'Conference']",b0f32794-b6c9-414c-b208-f48488188f0f,2020 19th RoEduNet Conference: Networking in Education and Research (RoEduNet),1-6,Unknown,16,2020.0,2020-12-11,4,32,"Dorin Moldovan, I. Anghel, T. Cioara, I. Salomie","3369856, 40390132, 1729979, 1706937",https://www.semanticscholar.org/paper/000b53134b805be72e269cd79463dff4fd59d9f7,"Computer Science, Engineering",3369856
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,10.1109/TENCON.2005.300837,Applying Machine Learning Techniques to Improve Linux Process Scheduling,,IEEE Region 10 Conference,conference,['Conference'],1ec5a55c-414e-4f79-b7dc-48e1dba3618e,TENCON 2005 - 2005 IEEE Region 10 Conference,1-6,Unknown,17,2005.0,2005-11-01,41,23,"A. Negi, K. P. Kishore","1728262, 2341041934",https://www.semanticscholar.org/paper/000bc721cefe3f2ba2425e8b95b042dc1e9778f9,Computer Science,1728262
000bd1e06b5813a19a9317d62d414b4042ce89ad,10.1109/INDIN51773.2022.9976072,An Intelligent Area Localization Framework for Rotating Machine Vision Vibration Measurement,,International Conference on Industrial Informatics,conference,"['JournalArticle', 'Conference']",b6744d41-3aae-472d-98cf-21f4373115b2,2022 IEEE 20th International Conference on Industrial Informatics (INDIN),347-352,Unknown,18,2022.0,2022-07-25,0,21,"ZhaoZhou Cai, Cong Peng, Bingyun Yang, Xiaoyue Liu","2196653485, 144327272, 2196176908, 2142863012",https://www.semanticscholar.org/paper/000bd1e06b5813a19a9317d62d414b4042ce89ad,"Computer Science, Engineering",2196653485
000bd470128362423c2fe1354cc4a24b376018d4,10.1109/SNAMS.2018.8554834,Handwriting Styles: Benchmarks and Evaluation Metrics,,"International Conference on Social Networks Analysis, Management and Security",conference,"['JournalArticle', 'Conference']",e1afedcc-2543-4f61-b797-bc52344438e7,"2018 Fifth International Conference on Social Networks Analysis, Management and Security (SNAMS)",159-166,Unknown,19,2018.0,2018-09-04,3,35,"Omar Mohammed, G. Bailly, D. Pellier","144674044, 1754561, 1777631",https://www.semanticscholar.org/paper/000bd470128362423c2fe1354cc4a24b376018d4,"Computer Science, Mathematics",144674044
000d02535797fd8ca7b0f04edcbf356e089a5338,10.1109/M2VIP58386.2023.10413402,A Spatio-Temporal Graph Convolutional Network for Gesture Recognition from High-Density Electromyography,,International Conference on Mechatronics and Machine Vision in Practice,conference,"['JournalArticle', 'Conference']",46ea0717-6bd1-426d-aa9f-c76eb45e1805,2023 29th International Conference on Mechatronics and Machine Vision in Practice (M2VIP),1-6,Unknown,20,2023.0,2023-11-21,4,23,"Wenjuan Zhong, Yuyang Zhang, Peiwen Fu, Wenxuan Xiong, Mingming Zhang","1380210582, 2224850812, 2266393147, 2158038131, 2224871422",https://www.semanticscholar.org/paper/000d02535797fd8ca7b0f04edcbf356e089a5338,"Computer Science, Engineering, Medicine",1380210582
000db9915add5a825b593326acc98f24775f776e,10.1109/CEIT.2015.7232991,Multiple priority dispatching rules for the job shop scheduling problem,,"International Conference on Control, Engineering & Information Technology",conference,['Conference'],37888117-3756-41ca-8398-727924167457,"2015 3rd International Conference on Control, Engineering & Information Technology (CEIT)",1-6,Unknown,21,2015.0,2015-05-25,16,39,"M. H. Zahmani, B. Atmani, A. Bekrar, N. Aissani","9081907, 3287693, 3132058, 40118887",https://www.semanticscholar.org/paper/000db9915add5a825b593326acc98f24775f776e,"Computer Science, Engineering",9081907
000dca71877ed893ed8bfd6ad2dcd3a3f7abff90,10.1109/ISADS56919.2023.10092137,A Unified Deep Learning Diagnostic Architecture for Big Data Healthcare Analytics,,International Symposium on Autonomous Decentralized Systems,conference,['JournalArticle'],34e23edc-d287-46e8-9963-ad079321aa9f,2023 IEEE 15th International Symposium on Autonomous Decentralized System (ISADS),1-8,Unknown,22,2023.0,2023-03-15,2,23,"Sarah Shafqat, Zahid Anwar, Qaisar Javaid, H. F. Ahmad","40460371, 2213873418, 2281454, 2088138377",https://www.semanticscholar.org/paper/000dca71877ed893ed8bfd6ad2dcd3a3f7abff90,"Computer Science, Medicine",40460371
000ddbbb741b127f795dd09f748b2c508a54a5a3,10.1109/CICN56167.2022.10008343,Cloud-Based Reconfigurable Hardware Accelerator for the KNN Classification Algorithm,,International Conference on Computational Intelligence and Communication Networks,conference,['Conference'],97a677bb-0fa7-4c1d-a54e-24db1fb98dd5,2022 14th International Conference on Computational Intelligence and Communication Networks (CICN),308-312,Unknown,23,2022.0,2022-12-04,1,17,"Awos Kanan, Amal Taha","39740778, 2200547919",https://www.semanticscholar.org/paper/000ddbbb741b127f795dd09f748b2c508a54a5a3,"Computer Science, Engineering",39740778
000e1be6f92b4fb2db6d6255210b8984f20a4003,10.1109/ICNC59896.2024.10556143,A Comprehensive Study of Supervised Machine Learning Assisted Approaches for IoT Device Identification,,"International Conference on Computing, Networking and Communications",conference,"['JournalArticle', 'Conference']",47e0888a-1a02-4c10-896a-464d8d7572a4,"2024 International Conference on Computing, Networking and Communications (ICNC)",221-227,Unknown,24,2024.0,2024-02-19,0,28,"Yong Wang, B. Rimal, Carson Koball, Michael Fahnlander, Julia Scheaffer, Joshua Hammrich, Paolo Gentry, Dylan Westlund, Tyler Salmen, Connor Ford","2294545179, 3407759, 2159004238, 2304845298, 2304793932, 2304795675, 2304795278, 2304793998, 2304794424, 2304799472",https://www.semanticscholar.org/paper/000e1be6f92b4fb2db6d6255210b8984f20a4003,"Computer Science, Engineering",2294545179
000e62ca8505e3a5d04f851a78e0cee6549e4583,10.1109/SMART52563.2021.9676299,Detection of Diseases in Plants using Convolutional Neural Networks,,SMART,conference,['Conference'],51227d50-1d22-48c8-ac32-5466d5c3d16b,2021 10th International Conference on System Modeling & Advancement in Research Trends (SMART),215-217,Unknown,25,2021.0,2021-12-10,0,0,"N. Agrawal, Ajeet K. Sharma","49504506, 2110199755",https://www.semanticscholar.org/paper/000e62ca8505e3a5d04f851a78e0cee6549e4583,"Agricultural and Food Sciences, Computer Science, Environmental Science",49504506
000ec436787a0111819e43df0cf48c5e8cbc7631,10.1109/ICSPCC46631.2019.8960779,Semi-Supervised Learning Based Acoustic NLOS Identification for Smartphone Indoor Positioning,,"International Conference on Signal Processing, Communications and Computing",conference,['Conference'],568703b2-71b4-4fe5-97b0-1696cbc9ff46,"2019 IEEE International Conference on Signal Processing, Communications and Computing (ICSPCC)",1-6,Unknown,26,2019.0,2019-09-01,4,21,"Xujing Bai, Lei Zhang, Tong Yang, Zhixin Hu","2012774630, 145637096, 2109350939, 1504481712",https://www.semanticscholar.org/paper/000ec436787a0111819e43df0cf48c5e8cbc7631,"Computer Science, Engineering",2012774630
000ecb968f8f983421dffadcca7c11b5b6c7f009,10.1109/DSIT61374.2024.10881634,Integrating Multiple Cloud Platforms to Build a Data Pipeline for Recommendation Systems,,International Conference on Data Science and Information Technology,conference,"['JournalArticle', 'Conference']",4ee942df-8fd9-437c-a9a6-e82a7cfdfb33,2024 7th International Conference on Data Science and Information Technology (DSIT),1-5,Unknown,27,2024.0,2024-12-20,0,10,"Ranjeet Nagarkar, Colin Bennie, Kejia Wang, Mark Lam, Daniel Gonzalez, Mahesh B. Chaudhari","2346125337, 2346128686, 2346461575, 2346125827, 2346815327, 2346125178",https://www.semanticscholar.org/paper/000ecb968f8f983421dffadcca7c11b5b6c7f009,Computer Science,2346125337
00102bcb9310a0410ca8462d5b8df900e3352f5d,10.1109/ICME55011.2023.00041,Early Diagnosis of Alzheimer’s Disease Based on Multimodal Hypergraph Attention Network,,IEEE International Conference on Multimedia and Expo,conference,"['JournalArticle', 'Conference']",975e1529-a14b-436f-ad7e-a09d8eabc50d,2023 IEEE International Conference on Multimedia and Expo (ICME),192-197,Unknown,28,2023.0,2023-07-01,3,26,"Yi Li, Baoyao Yang, Dan Pan, An Zeng, Long Wu, Yang Yang","2153683263, 7324583, 145793370, 2065209361, 2233545527, 2233751499",https://www.semanticscholar.org/paper/00102bcb9310a0410ca8462d5b8df900e3352f5d,"Computer Science, Medicine",2153683263
001130846b34ba425a94443382f5dc7db92e048a,10.1109/ICRAIE59459.2023.10468126,Fake News Detection Regarding COVID-19 Tweets Using Machine Learning Approaches,,International Conference on Recent Advances and Innovations in Engineering,conference,['Conference'],f63e4bb3-0e34-4ab9-8bf1-45fa94f94fe1,2023 IEEE 8th International Conference on Recent Advances and Innovations in Engineering (ICRAIE),1-6,Unknown,29,2023.0,2023-12-02,1,27,"Muhammad Hazimmuddin Hussin, Yuzi Mahmud, Nurul Izzah Mohd Hanafiah, Zan Azma Nasruddin, Nor Hapiza Mohd Ariffin, Murat Ince, F. A. Şenel","2292331557, 2261547695, 2292331333, 2292331237, 2089567022, 2292332132, 3384718",https://www.semanticscholar.org/paper/001130846b34ba425a94443382f5dc7db92e048a,"Computer Science, Political Science",2292331557
0013b0fb32809804b613681381979f61047a586f,10.1109/ICCCNT56998.2023.10307984,Predictive Modeling of Recurrent Implantation Failure and Pre-eclampsia Using Machine Learning and Gene Expression Profiling,,International Conference on Computing Communication and Networking Technologies,conference,"['JournalArticle', 'Conference']",47c47088-7640-441b-85ba-375fe8f5c3a4,2023 14th International Conference on Computing Communication and Networking Technologies (ICCCNT),1-6,Unknown,30,2023.0,2023-07-06,0,0,"Priyanka Sharma, Shruti J. Pandey, Sonalika Ray, Mohit Mazumder, Payal Gupta, Abhishek Sengupta, Ankur Chaurasia","2268201974, 1400286111, 2268076604, 2268076586, 2220241357, 2268069503, 2268068260",https://www.semanticscholar.org/paper/0013b0fb32809804b613681381979f61047a586f,"Computer Science, Medicine",2268201974
001431f69d0268a4497f39002c412c728ff44276,10.1109/IHMSC.2015.181,Evolutionary Extreme Learning Machine Based Weighted Nearest-Neighbor Equality Classification,,International Conference on Intelligent Human-Machine Systems and Cybernetics,conference,['Conference'],7c2ed62b-652b-4fc5-912c-c579b4c98c67,2015 7th International Conference on Intelligent Human-Machine Systems and Cybernetics,274-279,2,31,2015.0,2015-11-23,6,37,"N. Zhang, Yanpeng Qu, Ansheng Deng","38930076, 144666283, 38459018",https://www.semanticscholar.org/paper/001431f69d0268a4497f39002c412c728ff44276,Computer Science,38930076
00145d7735dc442c51383f37023cc5929090e16c,10.1109/ISAPE62431.2024.10840886,Prediction of Northern Polar ionospheric scintillation Using the Random Forest and LSTM Machine Learning Methods,,"International Symposium on Antennas, Propagation and EM Theory",conference,,a5ccc967-f56a-4ebf-beb0-4e0bfdd5785b,"2024 14th International Symposium on Antennas, Propagation and EM Theory (ISAPE)",1-4,Unknown,32,2024.0,2024-10-23,0,11,"Yu-Hao Zhan, Zanyang Xing, Tong Xu, Qing‐He Zhang, Feng Oiao, Yong Wang","2341536104, 2249427869, 2309122765, 2305691290, 2341533065, 49417391",https://www.semanticscholar.org/paper/00145d7735dc442c51383f37023cc5929090e16c,"Computer Science, Engineering, Environmental Science, Physics",2341536104
001585ee486c399043bb3f2ebfc84cfc0014aea8,10.1109/IGARSS39084.2020.9323718,Flight Data of Airplane for Wind Forecasting,,IEEE International Geoscience and Remote Sensing Symposium,conference,['JournalArticle'],a47b9394-c5c7-4bc8-b8fc-b08f96954278,IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium,1853-1856,Unknown,33,2020.0,2020-09-26,0,7,"Astha Sharma, T. Hoque, Elias Ioup, M. Abdelguerfi","2109624445, 1687728, 2456955, 2928835",https://www.semanticscholar.org/paper/001585ee486c399043bb3f2ebfc84cfc0014aea8,"Computer Science, Engineering, Environmental Science",2109624445
00159a3f909534e328276ac4a4424a100802708c,10.18653/v1/D17-1156,Regularization techniques for fine-tuning in neural machine translation,"We investigate techniques for supervised domain adaptation for neural machine translation where an existing model trained on a large out-of-domain dataset is adapted to a small in-domain dataset. In this scenario, overfitting is a major challenge. We investigate a number of techniques to reduce overfitting and improve transfer learning, including regularization techniques such as dropout and L2-regularization towards an out-of-domain prior. In addition, we introduce tuneout, a novel regularization technique inspired by dropout. We apply these techniques, alone and in combination, to neural machine translation, obtaining improvements on IWSLT datasets for English→German and English→Russian. We also investigate the amounts of in-domain training data needed for domain adaptation in NMT, and find a logarithmic relationship between the amount of training data and gain in BLEU score.",Conference on Empirical Methods in Natural Language Processing,conference,"['JournalArticle', 'Conference']",41bf9ed3-85b3-4c90-b015-150e31690253,ArXiv,Unknown,abs/1707.09920,34,2017.0,2017-07-31,107,27,"Antonio Valerio Miceli Barone, B. Haddow, Ulrich Germann, Rico Sennrich","3282877, 2259100, 50655248, 2082372",https://www.semanticscholar.org/paper/00159a3f909534e328276ac4a4424a100802708c,Computer Science,3282877
001688d837b7bbd0cd9ae7b9ca12f584b8406d35,10.1109/TELFOR59449.2023.10372693,Towards more flexible human-machine speech communication,,Telecommunications Forum,conference,,7a30a111-07e4-4ab7-a402-1990d9cd4832,2023 31st Telecommunications Forum (TELFOR),1-4,Unknown,35,2023.0,2023-11-21,0,23,"M. Secujski, N. Jakovljević, Nikola Simić, V. Delić, Lidija Krstanović, Tijana V. Nosek, Branislav M. Popović, S. Suzic, Vuk Stanojev","1686270, 143780630, 2148289458, 1693523, 1992555, 1491237881, 2080499728, 38773650, 2277549395",https://www.semanticscholar.org/paper/001688d837b7bbd0cd9ae7b9ca12f584b8406d35,"Computer Science, Engineering, Linguistics",1686270
001724979a91f382172c885b17b6ffa91532f089,10.1109/ICASSP.2008.4518024,Implicit softmax transforms for dimensionality reduction,,"IEEE International Conference on Acoustics, Speech, and Signal Processing",conference,"['JournalArticle', 'Conference']",0d6f7fba-7092-46b3-8039-93458dba736b,"2008 IEEE International Conference on Acoustics, Speech and Signal Processing",1973-1976,Unknown,36,2008.0,2008-05-12,5,12,A. Tuerk,50459267,https://www.semanticscholar.org/paper/001724979a91f382172c885b17b6ffa91532f089,"Computer Science, Mathematics",50459267
0017372ff28b2330352af629d2e4901ec4ffafce,10.1109/SANER50967.2021.00046,On the Co-evolution of ML Pipelines and Source Code - Empirical Study of DVC Projects,,"IEEE International Conference on Software Analysis, Evolution, and Reengineering",conference,"['JournalArticle', 'Conference']",d8655d54-1311-417a-91f7-c5c6daf8fba2,"2021 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)",422-433,Unknown,37,2021.0,2021-03-01,30,50,"Amine Barrak, Ellis E. Eghan, Bram Adams","51170193, 3379298, 143612725",https://www.semanticscholar.org/paper/0017372ff28b2330352af629d2e4901ec4ffafce,Computer Science,51170193
00179e35d499fc9668dfda2923ecbfa4aa8a6225,10.1109/ICCUBEA58933.2023.10392135,A Review of Machine Learning Algorithms and Feature Selection Techniques for Cardiovascular Disease Prediction: Insights and Implications,,International Conference on Computing Communication Control and automation,conference,"['Conference', 'Review']",9213b848-c171-4f98-8c0b-e69f0b41941b,"2023 7th International Conference On Computing, Communication, Control And Automation (ICCUBEA)",1-5,Unknown,38,2023.0,2023-08-18,2,22,"Abhigya Mahajan, Baijnath Kaushik","114806010, 34788773",https://www.semanticscholar.org/paper/00179e35d499fc9668dfda2923ecbfa4aa8a6225,"Computer Science, Medicine",114806010
00184199c99e5feed6e1fb52bce3721dcee9f567,10.1109/ELECO60389.2023.10415960,Machine Learning Based Mobile Traffic Forecasting for Large Scale 5G Networks,,International Conference on Electrical and Electronics Engineering,conference,['Conference'],8f83be5d-9857-4772-ba0a-0cd7aa18e467,2023 14th International Conference on Electrical and Electronics Engineering (ELECO),1-5,Unknown,39,2023.0,2023-11-30,0,16,"M. T. Isyapar, Suleyman Yildirim, Ufuk Uyan","2171515450, 2283151989, 2183450331",https://www.semanticscholar.org/paper/00184199c99e5feed6e1fb52bce3721dcee9f567,"Computer Science, Engineering",2171515450
