Paper_ID,DOI,Title,Abstract,Venue,publicationType,publication_type_2,venue_id,journal_name,pages,volume,edition_id,Year,publicationDate,Citations,References,Authors,Author_Ids,URL,s2FieldsOfStudys,Corresponding_Author_ID
c09a2f00575a7913c9cdbd9a4090e8aae8f49153,10.1016/j.future.2021.11.009,Software-defined DDoS detection with information entropy analysis and optimized deep learning,,Future generations computer systems,journal,['JournalArticle'],e3e1f91c-fe26-4f67-8d15-f7acd8abdf42,Future Gener. Comput. Syst.,99-114,129,N/A,2021,2021-11-01 00:00:00,46,54,"Ying Liu, Ting Zhi, Ming Shen, Lu Wang, Yikun Li, Ming Wan","2155355888, 50377069, 2153277312, 2153518814, 2288038628, 47418829",https://www.semanticscholar.org/paper/c09a2f00575a7913c9cdbd9a4090e8aae8f49153,"Computer Science, Engineering",2155355888
8c5e5df92c119bff25095b79ea37b1f62ab0a511,10.1109/DASC-PICom-CBDCom-CyberSciTech49142.2020.00026,Detection of DoH Tunnels using Time-series Classification of Encrypted Traffic,,"2020 IEEE Intl Conf on Dependable, Autonomic and Secure Computing, Intl Conf on Pervasive Intelligence and Computing, Intl Conf on Cloud and Big Data Computing, Intl Conf on Cyber Science and Technology Congress (DASC/PiCom/CBDCom/CyberSciTech)",Unknown,['JournalArticle'],Unknown,"2020 IEEE Intl Conf on Dependable, Autonomic and Secure Computing, Intl Conf on Pervasive Intelligence and Computing, Intl Conf on Cloud and Big Data Computing, Intl Conf on Cyber Science and Technology Congress (DASC/PiCom/CBDCom/CyberSciTech)",63-70,,Unknown,2020,2020-08-01 00:00:00,130,32,"Mohammadreza MontazeriShatoori, L. Davidson, Gurdip Kaur, Arash Habibi Lashkari","2023739110, 2014749334, 2269790, 2037871",https://www.semanticscholar.org/paper/8c5e5df92c119bff25095b79ea37b1f62ab0a511,Computer Science,2023739110
e51f66d1ee807dd0edd5fa47fc2e3a707707435d,10.1109/TSMC.2019.2905253,Distributed Resilient Filtering for Power Systems Subject to Denial-of-Service Attacks,,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",Unknown,['JournalArticle'],Unknown,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",1688-1697,49,Unknown,2019,2019-04-02 00:00:00,229,45,"Wei Chen, Derui Ding, Hongli Dong, Guoliang Wei","2154941306, 1795716, 2597875, 2255389230",https://www.semanticscholar.org/paper/e51f66d1ee807dd0edd5fa47fc2e3a707707435d,"Computer Science, Engineering",2154941306
bdee2db0e7d29989acfd4114a4299fe9a585db3f,10.1109/TETC.2016.2633228,A Two-Layer Dimension Reduction and Two-Tier Classification Model for Anomaly-Based Intrusion Detection in IoT Backbone Networks,,IEEE Transactions on Emerging Topics in Computing,journal,['JournalArticle'],855d4173-dc30-48dc-96c2-42a5b6372940,IEEE Transactions on Emerging Topics in Computing,314-323,7,N/A,2019,2019-04-01 00:00:00,385,65,"Hamed Haddad Pajouh, R. Javidan, R. Khayami, A. Dehghantanha, Kim-Kwang Raymond Choo","8755056, 2124913, 2169984, 2011284, 2840539",https://www.semanticscholar.org/paper/bdee2db0e7d29989acfd4114a4299fe9a585db3f,"Computer Science, Engineering",8755056
4880ef516028dd598fe9339429b36658530fd3c2,10.1002/anie.202415056,Inverse Design of Singlet‐Fission Materials with Uncertainty‐Controlled Genetic Optimization,"Abstract Singlet fission has shown potential for boosting the efficiency of solar cells, but the scarcity of suitable molecular materials hinders its implementation. We introduce an uncertainty‐controlled genetic algorithm (ucGA) based on ensemble machine learning predictions from different molecular representations that concurrently optimizes excited state energies, synthesizability, and exciton size for the discovery of singlet fission materials. The ucGA allows us to efficiently explore the chemical space spanned by the reFORMED fragment database, which consists of 45,000 cores and 5,000 substituents derived from crystallographic structures assembled in the FORMED repository. Running the ucGA in an exploitative setup performs local optimization on variations of known singlet fission scaffolds, such as acenes. In an explorative mode, hitherto unknown candidates displaying excellent excited state properties for singlet fission are generated. We suggest a class of heteroatom‐rich mesoionic compounds as acceptors for charge‐transfer mediated singlet fission. When included in larger donor‐acceptor systems, these units exhibit localization of the triplet state, favorable diradicaloid character and suitable triplet energies for exciton injection into semiconductor solar cells.",Angewandte Chemie,Unknown,['JournalArticle'],Unknown,Angewandte Chemie (International Ed. in English),,64,Unknown,2024,2024-09-25 00:00:00,1,9,"Luca Schaufelberger, J. T. Blaskovits, Rubén Laplaza, Kjell Jorner, Cl´emence Corminboeuf","2322850680, 2255859554, 32427390, 2321647360, 2243999241",https://www.semanticscholar.org/paper/4880ef516028dd598fe9339429b36658530fd3c2,"Materials Science, Medicine",2322850680
4e4486a15f16f00d99a955945d8f39b97626f094,10.1021/acs.jcim.4c01107,Diffusion Models in De Novo Drug Design,"Diffusion models have emerged as powerful tools for molecular generation, particularly in the context of 3D molecular structures. Inspired by nonequilibrium statistical physics, these models can generate 3D molecular structures with specific properties or requirements crucial to drug discovery. Diffusion models were particularly successful at learning the complex probability distributions of 3D molecular geometries and their corresponding chemical and physical properties through forward and reverse diffusion processes. This review focuses on the technical implementation of diffusion models tailored for 3D molecular generation. It compares the performance, evaluation methods, and implementation details of various diffusion models used for molecular generation tasks. We cover strategies for atom and bond representation, architectures of reverse diffusion denoising networks, and challenges associated with generating stable 3D molecular structures. This review also explores the applications of diffusion models in de novo drug design and related areas of computational chemistry, such as structure-based drug design, including target-specific molecular generation, molecular docking, and molecular dynamics of protein–ligand complexes. We also cover conditional generation on physical properties, conformation generation, and fragment-based drug design. By summarizing the state-of-the-art diffusion models for 3D molecular generation, this review sheds light on their role in advancing drug discovery and their current limitations.",Journal of Chemical Information and Modeling,journal,"['Review', 'JournalArticle']",3f16aef5-6b9f-4f87-baca-cbf8147e352f,Journal of Chemical Information and Modeling,7238 - 7256,64,N/A,2024,2024-06-07 00:00:00,9,136,"Amira Alakhdar, Barnabás Póczos, Newell Washburn","2306263826, 2265973087, 2283413400",https://www.semanticscholar.org/paper/4e4486a15f16f00d99a955945d8f39b97626f094,"Chemistry, Computer Science, Medicine, Physics",2306263826
a129b8ce13b257f19384c4b7ca6c207c9343e366,10.1038/s42256-024-00815-9,Equivariant 3D-conditional diffusion model for molecular linker design,,Nat. Mac. Intell.,Unknown,['JournalArticle'],Unknown,Nat. Mac. Intell.,417-427,6,Unknown,2024,2024-04-11 00:00:00,53,28,"Ilia Igashov, Hannes Stärk, Clément Vignac, Arne Schneuing, Victor Garcia Satorras, Pascal Frossard, Max Welling, Michael M. Bronstein, Bruno E. Correia","1677188150, 2312039321, 1404062244, 89961757, 73240341, 2312038635, 2312039697, 2266904063, 2266904604",https://www.semanticscholar.org/paper/a129b8ce13b257f19384c4b7ca6c207c9343e366,"Chemistry, Computer Science",1677188150
0b885fe3743b661ab26e542ef209a5d7472b9630,10.1063/5.0197592,CREST-A program for the exploration of low-energy molecular chemical space.,"Conformer-rotamer sampling tool (CREST) is an open-source program for the efficient and automated exploration of molecular chemical space. Originally developed in Pracht et al. [Phys. Chem. Chem. Phys. 22, 7169 (2020)] as an automated driver for calculations at the extended tight-binding level (xTB), it offers a variety of molecular- and metadynamics simulations, geometry optimization, and molecular structure analysis capabilities. Implemented algorithms include automated procedures for conformational sampling, explicit solvation studies, the calculation of absolute molecular entropy, and the identification of molecular protonation and deprotonation sites. Calculations are set up to run concurrently, providing efficient single-node parallelization. CREST is designed to require minimal user input and comes with an implementation of the GFNn-xTB Hamiltonians and the GFN-FF force-field. Furthermore, interfaces to any quantum chemistry and force-field software can easily be created. In this article, we present recent developments in the CREST code and show a selection of applications for the most important features of the program. An important novelty is the refactored calculation backend, which provides significant speed-up for sampling of small or medium-sized drug molecules and allows for more sophisticated setups, for example, quantum mechanics/molecular mechanics and minimum energy crossing point calculations.",Journal of Chemical Physics,journal,['JournalArticle'],1bb63b2b-3f57-4387-aaf6-b2a33dfcdcc5,The Journal of chemical physics,,160 11,N/A,2024,2024-03-21 00:00:00,61,172,"Philipp Pracht, S. Grimme, Christoph Bannwarth, Fabian Bohle, S. Ehlert, Gereon Feldmann, Johannes Gorges, Marcel Müller, Tim Neudecker, Christoph Plett, S. Spicher, Pit Steinbach, Patryk A Wesołowski, Felix Zeller","26993746, 2238425048, 4466198, 20827961, 52080406, 2114495897, 2164432309, 2153815105, 2156452805, 2163685142, 40691872, 2126179984, 2090091786, 2127957417",https://www.semanticscholar.org/paper/0b885fe3743b661ab26e542ef209a5d7472b9630,"Chemistry, Computer Science, Medicine",26993746
e38141cf0200c3c1bd38225b80ab9dde4249659b,10.1016/j.eswa.2023.122949,Hitting stride by degrees: Fine grained molecular generation via diffusion model,,Expert systems with applications,journal,['JournalArticle'],987139ae-a65d-49bb-aaf6-fb764dc40b19,Expert Syst. Appl.,122949,244,N/A,2023,2023-12-01 00:00:00,6,26,"Xinmiao Peng, Fei Zhu","2274951222, 2237863871",https://www.semanticscholar.org/paper/e38141cf0200c3c1bd38225b80ab9dde4249659b,"Chemistry, Computer Science",2274951222
8c4cb10c6d40b8f1d570944269a0a2e680dd5eb6,10.26599/bdma.2020.9020003,Applying big data based deep learning system to intrusion detection,"With vast amounts of data being generated daily and the ever increasing interconnectivity of the world's internet infrastructures, a machine learning based Intrusion Detection Systems (IDS) has become a vital component to protect our economic and national security. Previous shallow learning and deep learning strategies adopt the single learning model approach for intrusion detection. The single learning model approach may experience problems to understand increasingly complicated data distribution of intrusion patterns. Particularly, the single deep learning model may not be effective to capture unique patterns from intrusive attacks having a small number of samples. In order to further enhance the performance of machine learning based IDS, we propose the Big Data based Hierarchical Deep Learning System (BDHDLS). BDHDLS utilizes behavioral features and content features to understand both network traffic characteristics and information stored in the payload. Each deep learning model in the BDHDLS concentrates its efforts to learn the unique data distribution in one cluster. This strategy can increase the detection rate of intrusive attacks as compared to the previous single learning model approaches. Based on parallel training strategy and big data techniques, the model construction time of BDHDLS is reduced substantially when multiple machines are deployed.",Big Data Mining and Analytics,journal,['JournalArticle'],fa31ff53-6717-46c5-934d-9f21c27f96ba,Big Data Min. Anal.,181-195,3,N/A,2020,2020-07-16 00:00:00,102,46,"Wei Zhong, Ning Yu, Chunyu Ai","49408448, 2052212942, 144310754",https://www.semanticscholar.org/paper/8c4cb10c6d40b8f1d570944269a0a2e680dd5eb6,"Computer Science, Engineering",49408448
107031601bb3f139fc2bf0f55d2773b9a91cb56e,10.1186/s13635-019-0084-4,Transfer learning for detecting unknown network attacks,,EURASIP Journal on Information Security,journal,['JournalArticle'],885ece6c-fb93-402d-853f-d7ba96a7ba66,EURASIP Journal on Information Security,,2019,N/A,2019,2019-02-21 00:00:00,98,31,"Juan Zhao, S. Shetty, Jan Wei Pan, Charles A. Kamhoua, K. Kwiat","3305260, 1719516, 32339114, 145231705, 1723424",https://www.semanticscholar.org/paper/107031601bb3f139fc2bf0f55d2773b9a91cb56e,"Computer Science, Engineering",3305260
4bdce0cc3b3c38ab9cb6b8f165df9f954e9042b1,10.1016/J.PROCS.2018.01.091,Performance evaluation of intrusion detection based on machine learning using Apache Spark,,,Unknown,,Unknown,Procedia Computer Science,1-6,127,Unknown,2018,2018-05-01 00:00:00,156,20,"Mustapha Belouch, S. E. Hadaj, Mohamed Idhammad","35511409, 9518496, 35705551",https://www.semanticscholar.org/paper/4bdce0cc3b3c38ab9cb6b8f165df9f954e9042b1,"Computer Science, Engineering",35511409
0ef9ae1ce8c91ce671a211bdda792bf3752d1522,10.1109/ACCESS.2017.2762418,A Deep Learning Approach for Intrusion Detection Using Recurrent Neural Networks,"Intrusion detection plays an important role in ensuring information security, and the key technology is to accurately identify various attacks in the network. In this paper, we explore how to model an intrusion detection system based on deep learning, and we propose a deep learning approach for intrusion detection using recurrent neural networks (RNN-IDS). Moreover, we study the performance of the model in binary classification and multiclass classification, and the number of neurons and different learning rate impacts on the performance of the proposed model. We compare it with those of J48, artificial neural network, random forest, support vector machine, and other machine learning methods proposed by previous researchers on the benchmark data set. The experimental results show that RNN-IDS is very suitable for modeling a classification model with high accuracy and that its performance is superior to that of traditional machine learning classification methods in both binary and multiclass classification. The RNN-IDS model improves the accuracy of the intrusion detection and provides a new research method for intrusion detection.",IEEE Access,journal,['JournalArticle'],2633f5b2-c15c-49fe-80f5-07523e770c26,IEEE Access,21954-21961,5,N/A,2017,2017-10-12 00:00:00,1304,27,"Chuanlong Yin, Yuefei Zhu, Jin-long Fei, Xin-Zheng He","30796665, 1733625, 2191560, 50046030",https://www.semanticscholar.org/paper/0ef9ae1ce8c91ce671a211bdda792bf3752d1522,"Computer Science, Engineering",30796665
49b32eabe38a895ef23732f1b58d30f9a5aac5db,10.1109/TPAMI.2011.114,Domain Transfer Multiple Kernel Learning,,IEEE Transactions on Pattern Analysis and Machine Intelligence,journal,['JournalArticle'],25248f80-fe99-48e5-9b8e-9baef3b8e23b,IEEE Transactions on Pattern Analysis and Machine Intelligence,465-479,34,N/A,2012,2012-03-01 00:00:00,519,39,"Lixin Duan, I. Tsang, Dong Xu","2055900, 1807998, 38188040",https://www.semanticscholar.org/paper/49b32eabe38a895ef23732f1b58d30f9a5aac5db,"Computer Science, Mathematics, Medicine",2055900
4f292b8adbba7746703fd32e3a8f88c6fe1782d9,10.1007/978-1-4613-8997-2_30,The Stanford Cart and the CMU Rover,,Proceedings of the IEEE,journal,,6faaccca-1cc4-45a9-aeb6-96a4901d2606,Proceedings of the IEEE,872-884,71,N/A,1983,1983-02-24 00:00:00,483,11,Hans P. Moravec,2066894,https://www.semanticscholar.org/paper/4f292b8adbba7746703fd32e3a8f88c6fe1782d9,"Computer Science, Engineering",2066894
3ead5a3d78cf566df84a56f43819aba2e8d1d2a5,10.1109/T-VT.1983.23969,The application of acoustic ranging to the automatic control of a ground vehicle,,IEEE Transactions on Vehicular Technology,journal,,983b0731-eddf-4f05-9c9b-81059a9f9c51,IEEE Transactions on Vehicular Technology,239-244,32,N/A,1982,1982-05-23 00:00:00,16,8,"G. T. Clemence, G. Hurlbut","70697622, 120757988",https://www.semanticscholar.org/paper/3ead5a3d78cf566df84a56f43819aba2e8d1d2a5,"Engineering, Physics",70697622
a2ba2d6c742c10483a1dc244cf1542354ea2a7bf,10.1109/T-VT.1982.23910,A two-frequency radar for vehicle automatic lateral control,,IEEE Vehicular Technology Conference,conference,['Conference'],c56116d3-225c-47c9-a4d9-f935e32f846c,31st IEEE Vehicular Technology Conference,387-394,31,396,1982,1982-02-01 00:00:00,39,4,"R. Mayhan, R. Bishel","31151320, 70081198",https://www.semanticscholar.org/paper/a2ba2d6c742c10483a1dc244cf1542354ea2a7bf,Engineering,31151320
7f4beebe0b0e121a17522ce3435bdc4b65ff4329,10.1109/VTC.1981.1622960,A two-frequency radar for vehicle automatic lateral control,,IEEE Transactions on Vehicular Technology,journal,,983b0731-eddf-4f05-9c9b-81059a9f9c51,IEEE Transactions on Vehicular Technology,32-39,31,N/A,1981,1981-04-01 00:00:00,19,6,"R. Mayhan, R. Bishel","31151320, 70081198",https://www.semanticscholar.org/paper/7f4beebe0b0e121a17522ce3435bdc4b65ff4329,Engineering,31151320
02a2e306a427425afceb4e58fa4a57aaec07d239,10.1109/T-VT.1980.23869,On the steering of automated vehicles&#8212;A velocity-adaptive controller,,IEEE Transactions on Vehicular Technology,journal,,983b0731-eddf-4f05-9c9b-81059a9f9c51,IEEE Transactions on Vehicular Technology,375-385,29,N/A,1980,1980-11-01 00:00:00,48,12,"W. H. Cormier, R. Fenton","17003938, 16659596",https://www.semanticscholar.org/paper/02a2e306a427425afceb4e58fa4a57aaec07d239,"Computer Science, Engineering",17003938
ad0ced65ba8bf64f5183bfe6f78e91c7d62f8e37,10.1038/s41598-022-11173-0,Four-layer ConvNet to facial emotion recognition with minimal epochs and the significance of data diversity,,Scientific Reports,journal,['JournalArticle'],f99f77b7-b1b6-44d3-984a-f288e9884b9b,Scientific Reports,,12,N/A,2021,2021-05-17 00:00:00,72,70,"Tanoy Debnath, M. Reza, Anichur Rahman, A. Beheshti, Shahab S. Band, H. Alinejad-Rokny","9741234, 98427937, 122679539, 2140545259, 1955932190, 1405336294",https://www.semanticscholar.org/paper/ad0ced65ba8bf64f5183bfe6f78e91c7d62f8e37,"Computer Science, Medicine",9741234
4b950bca4040c5cee81b81f2495c499aa8712a5b,10.52549/ijeei.v8i4.2585,Student activities detection of SUST using YOLOv3 on Deep Learning,,Indonesian Journal of Electrical Engineering and Informatics (IJEEI),journal,,4bc9cf21-e271-4153-ba3e-c61954dc77d6,Indonesian Journal of Electrical Engineering and Informatics (IJEEI),,,N/A,2020,2020-12-30 00:00:00,2,0,"Md. Yousuf Ali, Xuan Zhang, Md. Harun Ar Rashid","2110903642, 2108233570, 90601770",https://www.semanticscholar.org/paper/4b950bca4040c5cee81b81f2495c499aa8712a5b,"Computer Science, Education",2110903642
4a6a79bedcd2609344086d2788b50ef2102f327b,10.30534/ijatcse/2020/68952020,A Novel Architecture for Student’s attention detection in classroom based on Facial and Body expressions,,International Journal of Advanced Trends in Computer Science and Engineering,journal,,5334d34c-deab-4ef6-8460-abd4cd569f74,International Journal of Advanced Trends in Computer Science and Engineering,,,N/A,2020,2020-10-15 00:00:00,4,0,,,https://www.semanticscholar.org/paper/4a6a79bedcd2609344086d2788b50ef2102f327b,"Computer Science, Education",Unknown
