Paper_ID,DOI,Title,Abstract,Venue,publicationType,publication_type_2,venue_id,journal_name,pages,volume,Edition_id,Year,publicationDate,Citations,References,Authors,Author_Ids,URL,s2FieldsOfStudys,Corresponding_Author_ID
f21c29326028508c977280ace1cdcbb711201bc3,10.1111/acps.13306,"Assessing mental health apps marketplaces with objective metrics from 29,190 data points from 278 apps",,Acta Psychiatrica Scandinavica,journal,"['JournalArticle', 'Review']",906da9b0-279c-4ab4-b1f6-2777b2957ba2,Acta Psychiatrica Scandinavica,,144,N/A,2021,2021-04-09 00:00:00,41,37,"Sarah Lagan, Ryan D’Mello, A. Vaidyam, Rebecca Bilden, J. Torous","1713216668, 1429257765, 66249157, 2069383531, 4058196",https://www.semanticscholar.org/paper/f21c29326028508c977280ace1cdcbb711201bc3,"Medicine, Psychology",1713216668
6e586f2d687d0769880cc25b9999bc1c67e8a701,10.1016/S2589-7500(21)00042-X,Progress towards clinically informative data-driven decision support tools in psychotherapy.,,The Lancet Digital Health,journal,['JournalArticle'],7721aa7e-caef-4ef9-904f-d5194d57e0de,The Lancet. Digital health,"
          e207-e208
        ",3 4,N/A,2021,2021-04-01 00:00:00,4,11,"Christian A. Webb, Z. Cohen","31717083, 34221966",https://www.semanticscholar.org/paper/6e586f2d687d0769880cc25b9999bc1c67e8a701,"Computer Science, Medicine, Psychology",31717083
a793f2dc7007eaf84e68022d8b3e4b598c178fd9,10.1016/S2589-7500(21)00018-2,Dynamic prediction of psychological treatment outcomes: development and validation of a prediction model using routinely collected symptom data.,,The Lancet Digital Health,journal,['JournalArticle'],7721aa7e-caef-4ef9-904f-d5194d57e0de,The Lancet. Digital health,"
          e231-e240
        ",3 4,N/A,2021,2021-04-01 00:00:00,36,40,"Claire Bone, Melanie Simmonds-Buckley, R. Thwaites, David M. Sandford, Mariia Merzhvynska, Julian A. Rubel, Anne-Katharina Deisenhofer, W. Lutz, Jaime Delgadillo","83220614, 1751589651, 48906201, 118647000, 1557448062, 2364088, 23226317, 143615959, 145171115",https://www.semanticscholar.org/paper/a793f2dc7007eaf84e68022d8b3e4b598c178fd9,"Medicine, Psychology",83220614
13bbc9dd96c4510128d0a654b001a962177fe7ef,10.1007/s12671-021-01719-0,App-Based Mindfulness Training for Adolescent Rumination: Predictors of Immediate and Cumulative Benefit,,Mindfulness,journal,"['JournalArticle', 'Review']",32d5bd7b-b2d0-429e-8577-2ab39571602e,Mindfulness,2498 - 2509,12,N/A,2021,2021-01-15 00:00:00,17,69,"Christian A. Webb, C. Swords, L. Murray, L. Hilt","31717083, 2088219725, 2056702295, 5625647",https://www.semanticscholar.org/paper/13bbc9dd96c4510128d0a654b001a962177fe7ef,"Medicine, Psychology",31717083
a50a0ebb3b01f70c45629c23c730ed0b02faf978,10.1073/pnas.2014859117,The plasticity of well-being: A training-based framework for the cultivation of human flourishing,"Research indicates that core dimensions of psychological well-being can be cultivated through intentional mental training. Despite growing research in this area and an increasing number of interventions designed to improve psychological well-being, the field lacks a unifying framework that clarifies the dimensions of human flourishing that can be cultivated. Here, we integrate evidence from well-being research, cognitive and affective neuroscience, and clinical psychology to highlight four core dimensions of well-being—awareness, connection, insight, and purpose. We discuss the importance of each dimension for psychological well-being, identify mechanisms that underlie their cultivation, and present evidence of their neural and psychological plasticity. This synthesis highlights key insights, as well as important gaps, in the scientific understanding of well-being and how it may be cultivated, thus highlighting future research directions.",Proceedings of the National Academy of Sciences of the United States of America,journal,['JournalArticle'],bb95bf2e-8383-4748-bf9d-d6906d091085,Proceedings of the National Academy of Sciences of the United States of America,32197 - 32206,117,N/A,2020,2020-12-07 00:00:00,109,223,"Cortland J. Dahl, C. Wilson-Mendenhall, R. Davidson","30867640, 1399233724, 118576023",https://www.semanticscholar.org/paper/a50a0ebb3b01f70c45629c23c730ed0b02faf978,"Medicine, Psychology",30867640
811436d0924a3a7ae59e56e60d4a366db18aa272,10.1017/S0033291721001616,Predicting prognosis for adults with depression using individual symptom data: a comparison of modelling approaches,"Abstract Background This study aimed to develop, validate and compare the performance of models predicting post-treatment outcomes for depressed adults based on pre-treatment data. Methods Individual patient data from all six eligible randomised controlled trials were used to develop (k = 3, n = 1722) and test (k = 3, n = 918) nine models. Predictors included depressive and anxiety symptoms, social support, life events and alcohol use. Weighted sum scores were developed using coefficient weights derived from network centrality statistics (models 1–3) and factor loadings from a confirmatory factor analysis (model 4). Unweighted sum score models were tested using elastic net regularised (ENR) and ordinary least squares (OLS) regression (models 5 and 6). Individual items were then included in ENR and OLS (models 7 and 8). All models were compared to one another and to a null model (mean post-baseline Beck Depression Inventory Second Edition (BDI-II) score in the training data: model 9). Primary outcome: BDI-II scores at 3–4 months. Results Models 1–7 all outperformed the null model and model 8. Model performance was very similar across models 1–6, meaning that differential weights applied to the baseline sum scores had little impact. Conclusions Any of the modelling techniques (models 1–7) could be used to inform prognostic predictions for depressed adults with differences in the proportions of patients reaching remission based on the predicted severity of depressive symptoms post-treatment. However, the majority of variance in prognosis remained unexplained. It may be necessary to include a broader range of biopsychosocial variables to better adjudicate between competing models, and to derive models with greater clinical utility for treatment-seeking adults with depression.",Psychological Medicine,journal,['JournalArticle'],d45c1b1e-6745-4ce0-8110-f3a53cf52d6e,Psychological Medicine,408 - 418,53,N/A,2020,2020-11-23 00:00:00,26,66,"J. Buckman, Z. Cohen, C. O'Driscoll, Eiko I. Fried, R. Saunders, G. Ambler, R. DeRubeis, S. Gilbody, S. Hollon, T. Kendrick, E. Watkins, T. Eley, A. Peel, C. Rayner, D. Kessler, N. Wiles, G. Lewis, S. Pilling","40216358, 34221966, 98596665, 31487509, 1399284409, 5425644, 4423584, 3611410, 4272673, 145642886, 144104506, 143896420, 31633039, 1400958865, 144833653, 1764802, 2139767932, 145853531",https://www.semanticscholar.org/paper/811436d0924a3a7ae59e56e60d4a366db18aa272,"Medicine, Psychology",40216358
b23907b44fdf041b99d7b9a26026e09a97513d3a,10.31234/osf.io/6fbcg,Personalized prescriptions of therapeutic skills from patient characteristics: An ecological momentary assessment approach.,,Journal of Consulting and Clinical Psychology,journal,"['JournalArticle', 'Review']",e1360b1d-e977-438e-b5b6-db13ac77f0ca,Journal of consulting and clinical psychology,,,N/A,2020,2020-10-24 00:00:00,17,0,"Christian A. Webb, M. Forgeard, Elana S. Israel, Nathaniel Lovell-Smith, C. Beard, T. Björgvinsson","31717083, 145260013, 1753166853, 2067967183, 40426756, 4054842",https://www.semanticscholar.org/paper/b23907b44fdf041b99d7b9a26026e09a97513d3a,"Medicine, Psychology",31717083
5f6bf33877df1d13c16b2bbe045411f426a2cd3a,10.1155/2022/9151847,Detection of DDoS Vulnerability in Cloud Computing Using the Perplexed Bayes Classifier,"Cloud computing security has been a critical issue with its increase in demand. One of the most challenging problems in cloud computing is detecting distributed denial-of-service (DDoS) attacks. The attack detection framework for the DDoS attack is tricky because of its nonlinear nature of interruption activities, atypical system traffic behaviour, and many features in the problem space. As a result, creating defensive solutions against these attacks is critical for mainstream cloud computing adoption. In this novel research, by using performance parameters, perplexed-based classifiers with and without feature selection will be compared with the existing machine learning algorithms such as naïve Bayes and random forest to prove the efficacy of the perplexed-based classification algorithm. Comparing the performance parameters like accuracy, sensitivity, and specificity, the proposed algorithm has an accuracy of 99%, which is higher than the existing algorithms, proving that the proposed algorithm is highly efficient in detecting the DDoS attacks in cloud computing systems. To extend our research in the area of nature-inspired computing, we compared our perplexed Bayes classifier feature selection with nature-inspired feature selection like genetic algorithm (GA) and particle swarm optimization (PSO) and found that our classifier is highly efficient in comparison with GA and PSO and their accuracies are 2% and 8%, respectively, less than those of perplexed Bayes classifier.",Computational Intelligence and Neuroscience,journal,['JournalArticle'],f32b7322-b69c-4e63-801d-8f50784ef778,Computational Intelligence and Neuroscience,,2022,N/A,2022,2022-07-19 00:00:00,17,41,"N. Mishra, R. Singh, S. Yadav","1491631227, 153915853, 121055189",https://www.semanticscholar.org/paper/5f6bf33877df1d13c16b2bbe045411f426a2cd3a,"Computer Science, Engineering, Medicine",1491631227
c09a2f00575a7913c9cdbd9a4090e8aae8f49153,10.1016/j.future.2021.11.009,Software-defined DDoS detection with information entropy analysis and optimized deep learning,,Future generations computer systems,journal,['JournalArticle'],e3e1f91c-fe26-4f67-8d15-f7acd8abdf42,Future Gener. Comput. Syst.,99-114,129,N/A,2021,2021-11-01 00:00:00,48,54,"Ying Liu, Ting Zhi, Ming Shen, Lu Wang, Yikun Li, Ming Wan","2155355888, 50377069, 2153277312, 2153518814, 2288038628, 47418829",https://www.semanticscholar.org/paper/c09a2f00575a7913c9cdbd9a4090e8aae8f49153,"Computer Science, Engineering",2155355888
8c5e5df92c119bff25095b79ea37b1f62ab0a511,10.1109/DASC-PICom-CBDCom-CyberSciTech49142.2020.00026,Detection of DoH Tunnels using Time-series Classification of Encrypted Traffic,,"2020 IEEE Intl Conf on Dependable, Autonomic and Secure Computing, Intl Conf on Pervasive Intelligence and Computing, Intl Conf on Cloud and Big Data Computing, Intl Conf on Cyber Science and Technology Congress (DASC/PiCom/CBDCom/CyberSciTech)",Unknown,['JournalArticle'],Unknown,"2020 IEEE Intl Conf on Dependable, Autonomic and Secure Computing, Intl Conf on Pervasive Intelligence and Computing, Intl Conf on Cloud and Big Data Computing, Intl Conf on Cyber Science and Technology Congress (DASC/PiCom/CBDCom/CyberSciTech)",63-70,,Unknown,2020,2020-08-01 00:00:00,134,32,"Mohammadreza MontazeriShatoori, L. Davidson, Gurdip Kaur, Arash Habibi Lashkari","2023739110, 2014749334, 2269790, 2037871",https://www.semanticscholar.org/paper/8c5e5df92c119bff25095b79ea37b1f62ab0a511,Computer Science,2023739110
e51f66d1ee807dd0edd5fa47fc2e3a707707435d,10.1109/TSMC.2019.2905253,Distributed Resilient Filtering for Power Systems Subject to Denial-of-Service Attacks,,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",Unknown,['JournalArticle'],Unknown,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",1688-1697,49,Unknown,2019,2019-04-02 00:00:00,229,45,"Wei Chen, Derui Ding, Hongli Dong, Guoliang Wei","2154941306, 1795716, 2597875, 2255389230",https://www.semanticscholar.org/paper/e51f66d1ee807dd0edd5fa47fc2e3a707707435d,"Computer Science, Engineering",2154941306
bdee2db0e7d29989acfd4114a4299fe9a585db3f,10.1109/TETC.2016.2633228,A Two-Layer Dimension Reduction and Two-Tier Classification Model for Anomaly-Based Intrusion Detection in IoT Backbone Networks,,IEEE Transactions on Emerging Topics in Computing,journal,['JournalArticle'],855d4173-dc30-48dc-96c2-42a5b6372940,IEEE Transactions on Emerging Topics in Computing,314-323,7,N/A,2019,2019-04-01 00:00:00,389,65,"Hamed Haddad Pajouh, R. Javidan, R. Khayami, A. Dehghantanha, Kim-Kwang Raymond Choo","8755056, 2124913, 2169984, 2011284, 2840539",https://www.semanticscholar.org/paper/bdee2db0e7d29989acfd4114a4299fe9a585db3f,"Computer Science, Engineering",8755056
cbe20847decab3b5ceec495583f5cd7f4e65120b,10.1109/AICAI.2019.8701238,Analysis and Detection of DDoS Attacks on Cloud Computing Environment using Machine Learning Techniques,,2019 Amity International Conference on Artificial Intelligence (AICAI),Unknown,['Conference'],Unknown,2019 Amity International Conference on Artificial Intelligence (AICAI),870-875,,Unknown,2019,2019-02-01 00:00:00,76,16,"Abdul Raoof Wani, Q. P. Rana, U. Saxena, Nitin Pandey","40962037, 10153370, 2059786851, 40303848",https://www.semanticscholar.org/paper/cbe20847decab3b5ceec495583f5cd7f4e65120b,"Computer Science, Engineering",40962037
5989a1b6c6efe670997eb281de2569075c36c46e,10.1016/J.FUTURE.2018.08.040,IoT big data analytics for smart homes with fog and cloud computing,,Future generations computer systems,journal,['JournalArticle'],e3e1f91c-fe26-4f67-8d15-f7acd8abdf42,Future Gener. Comput. Syst.,563-573,91,N/A,2019,2019-02-01 00:00:00,274,28,"A. Yassine, Shailendra Singh, M. S. Hossain, Ghulam Muhammad","1784983, 2108408587, 2242228708, 2061488412",https://www.semanticscholar.org/paper/5989a1b6c6efe670997eb281de2569075c36c46e,"Computer Science, Engineering, Environmental Science",1784983
10f0682587cef925a4a7a05c27c07c3ff1bbae61,10.1109/PCCC.2018.8711068,Real-time Distributed-Random-Forest-Based Network Intrusion Detection System Using Apache Spark,,"IEEE International Performance, Computing, and Communications Conference",conference,"['JournalArticle', 'Conference']",8f125553-3fd5-4370-a175-f7179db29048,2018 IEEE 37th International Performance Computing and Communications Conference (IPCCC),1-7,,20188f125553-3fd5-4370-a175-f7179db29048,2018,2018-11-01 00:00:00,33,33,"Hao Zhang, Shumin Dai, Yongdan Li, Wenjun Zhang","2144614737, 120612853, 2111190419, 2108392612",https://www.semanticscholar.org/paper/10f0682587cef925a4a7a05c27c07c3ff1bbae61,"Computer Science, Engineering",2144614737
55afef89e0c95beb3e8fbab2f0f4490da3d551ad,10.1007/s11227-016-1936-z,An SDN-enhanced load-balancing technique in the cloud system,,Journal of Supercomputing,journal,['JournalArticle'],26ed29a9-64ce-4d6c-9024-8b022fd2fe22,The Journal of Supercomputing,5706-5729,74,N/A,2018,2018-11-01 00:00:00,65,64,"Byungseok Kang, Hyunseung Choo","38744397, 1734679",https://www.semanticscholar.org/paper/55afef89e0c95beb3e8fbab2f0f4490da3d551ad,"Computer Science, Engineering",38744397
4880ef516028dd598fe9339429b36658530fd3c2,10.1002/anie.202415056,Inverse Design of Singlet‐Fission Materials with Uncertainty‐Controlled Genetic Optimization,"Abstract Singlet fission has shown potential for boosting the efficiency of solar cells, but the scarcity of suitable molecular materials hinders its implementation. We introduce an uncertainty‐controlled genetic algorithm (ucGA) based on ensemble machine learning predictions from different molecular representations that concurrently optimizes excited state energies, synthesizability, and exciton size for the discovery of singlet fission materials. The ucGA allows us to efficiently explore the chemical space spanned by the reFORMED fragment database, which consists of 45,000 cores and 5,000 substituents derived from crystallographic structures assembled in the FORMED repository. Running the ucGA in an exploitative setup performs local optimization on variations of known singlet fission scaffolds, such as acenes. In an explorative mode, hitherto unknown candidates displaying excellent excited state properties for singlet fission are generated. We suggest a class of heteroatom‐rich mesoionic compounds as acceptors for charge‐transfer mediated singlet fission. When included in larger donor‐acceptor systems, these units exhibit localization of the triplet state, favorable diradicaloid character and suitable triplet energies for exciton injection into semiconductor solar cells.",Angewandte Chemie,Unknown,['JournalArticle'],Unknown,Angewandte Chemie (International Ed. in English),,64,Unknown,2024,2024-09-25 00:00:00,1,9,"Luca Schaufelberger, J. T. Blaskovits, Rubén Laplaza, Kjell Jorner, Cl´emence Corminboeuf","2322850680, 2255859554, 32427390, 2321647360, 2243999241",https://www.semanticscholar.org/paper/4880ef516028dd598fe9339429b36658530fd3c2,"Materials Science, Medicine",2322850680
4e4486a15f16f00d99a955945d8f39b97626f094,10.1021/acs.jcim.4c01107,Diffusion Models in De Novo Drug Design,"Diffusion models have emerged as powerful tools for molecular generation, particularly in the context of 3D molecular structures. Inspired by nonequilibrium statistical physics, these models can generate 3D molecular structures with specific properties or requirements crucial to drug discovery. Diffusion models were particularly successful at learning the complex probability distributions of 3D molecular geometries and their corresponding chemical and physical properties through forward and reverse diffusion processes. This review focuses on the technical implementation of diffusion models tailored for 3D molecular generation. It compares the performance, evaluation methods, and implementation details of various diffusion models used for molecular generation tasks. We cover strategies for atom and bond representation, architectures of reverse diffusion denoising networks, and challenges associated with generating stable 3D molecular structures. This review also explores the applications of diffusion models in de novo drug design and related areas of computational chemistry, such as structure-based drug design, including target-specific molecular generation, molecular docking, and molecular dynamics of protein–ligand complexes. We also cover conditional generation on physical properties, conformation generation, and fragment-based drug design. By summarizing the state-of-the-art diffusion models for 3D molecular generation, this review sheds light on their role in advancing drug discovery and their current limitations.",Journal of Chemical Information and Modeling,journal,"['Review', 'JournalArticle']",3f16aef5-6b9f-4f87-baca-cbf8147e352f,Journal of Chemical Information and Modeling,7238 - 7256,64,N/A,2024,2024-06-07 00:00:00,9,136,"Amira Alakhdar, Barnabás Póczos, Newell Washburn","2306263826, 2265973087, 2283413400",https://www.semanticscholar.org/paper/4e4486a15f16f00d99a955945d8f39b97626f094,"Chemistry, Computer Science, Medicine, Physics",2306263826
