Paper_DOI,Reviewer_ID
202010.48550/arXiv.2308.11721,143933306.0
201910.48550/arXiv.2308.11721,2427068.0
201910.48550/arXiv.2308.11721,4209010.0
201910.48550/arXiv.2308.11721,2119551278.0
202010.2139/ssrn.3935555,2292630556.0
202010.2139/ssrn.3935555,2493657.0
202010.2139/ssrn.3935555,2153107034.0
201910.2139/ssrn.3935555,80501820.0
201910.2139/ssrn.3935555,2061249.0
201910.2139/ssrn.3935555,3229613.0
201410.1007/s10994-015-5496-x,1816919.0
201410.1007/s10994-015-5496-x,152212327.0
201410.1007/s10994-015-5496-x,51266051.0
201310.1007/s10994-015-5496-x,2075350050.0
201310.1007/s10994-015-5496-x,2344582.0
201310.1007/s10994-015-5496-x,123010727.0
202010.1109/BIBM52615.2021.9669784,2287288699.0
202010.1109/BIBM52615.2021.9669784,2029721452.0
202010.1109/BIBM52615.2021.9669784,1710398.0
201910.1109/BIBM52615.2021.9669784,2242464938.0
201910.1109/BIBM52615.2021.9669784,71689055.0
201910.1109/BIBM52615.2021.9669784,51189552.0
201810.1109/BIBM52615.2021.9669784,1380529489.0
201810.1109/BIBM52615.2021.9669784,2298652.0
201810.1109/BIBM52615.2021.9669784,81969720.0
201710.1109/BIBM52615.2021.9669784,2118372427.0
201710.1109/BIBM52615.2021.9669784,1806134.0
201710.1109/BIBM52615.2021.9669784,2958299.0
202310.1002/anbr.202300085,2072456590.0
202310.1002/anbr.202300085,145694574.0
202310.1002/anbr.202300085,2314461270.0
202210.1002/anbr.202300085,46521794.0
202210.1002/anbr.202300085,145964191.0
202210.1002/anbr.202300085,143877954.0
202310.56083/rcv4n12-124,6869227.0
202310.56083/rcv4n12-124,1491360726.0
202310.56083/rcv4n12-124,2143554868.0
202210.56083/rcv4n12-124,47803063.0
202210.56083/rcv4n12-124,145573791.0
202210.56083/rcv4n12-124,4677246.0
202010.3991/ijet.v16i16.23405,2124068506.0
202010.3991/ijet.v16i16.23405,2157769424.0
202010.3991/ijet.v16i16.23405,6370924.0
201910.3991/ijet.v16i16.23405,7002778.0
201910.3991/ijet.v16i16.23405,46808203.0
201910.3991/ijet.v16i16.23405,143621730.0
202410.3389/fonc.2025.1531465,2117924992.0
202410.3389/fonc.2025.1531465,93596922.0
202410.3389/fonc.2025.1531465,2249409.0
202310.3389/fonc.2025.1531465,2237116909.0
202310.3389/fonc.2025.1531465,46609111.0
202310.3389/fonc.2025.1531465,2149123704.0
202110.1093/ecco-jcc/jjab232.654,2118926269.0
202110.1093/ecco-jcc/jjab232.654,8003232.0
202110.1093/ecco-jcc/jjab232.654,144787557.0
202010.1093/ecco-jcc/jjab232.654,46478134.0
202010.1093/ecco-jcc/jjab232.654,152437582.0
202010.1093/ecco-jcc/jjab232.654,2061185.0
202310.4103/jmss.jmss_47_23,4951897.0
202310.4103/jmss.jmss_47_23,144019071.0
202310.4103/jmss.jmss_47_23,92013857.0
202210.4103/jmss.jmss_47_23,3497420.0
202210.4103/jmss.jmss_47_23,1718540.0
202210.4103/jmss.jmss_47_23,8045679.0
202310.3389/fpubh.2024.1329704,15057497.0
202310.3389/fpubh.2024.1329704,150047013.0
202310.3389/fpubh.2024.1329704,119718462.0
202210.3389/fpubh.2024.1329704,2071838578.0
202210.3389/fpubh.2024.1329704,151480882.0
202210.3389/fpubh.2024.1329704,1802123.0
202010.1109/JIOT.2021.3063855,2145161703.0
202010.1109/JIOT.2021.3063855,144249660.0
202010.1109/JIOT.2021.3063855,152242705.0
201910.1109/JIOT.2021.3063855,2145450748.0
201910.1109/JIOT.2021.3063855,7701297.0
201910.1109/JIOT.2021.3063855,1384336642.0
202110.1109/ICCE53296.2022.9730555,46343340.0
202110.1109/ICCE53296.2022.9730555,1393680089.0
202110.1109/ICCE53296.2022.9730555,34583124.0
202010.1109/ICCE53296.2022.9730555,144397638.0
202010.1109/ICCE53296.2022.9730555,2109463103.0
202010.1109/ICCE53296.2022.9730555,2269332982.0
201910.1109/ICCE53296.2022.9730555,51507089.0
201910.1109/ICCE53296.2022.9730555,2254812803.0
201910.1109/ICCE53296.2022.9730555,6124552.0
201810.1109/ICCE53296.2022.9730555,153697803.0
201810.1109/ICCE53296.2022.9730555,2145955761.0
201810.1109/ICCE53296.2022.9730555,2268326437.0
202310.3390/ijerph21050521,122148308.0
202310.3390/ijerph21050521,2176761507.0
202310.3390/ijerph21050521,2345670.0
202210.3390/ijerph21050521,145198983.0
202210.3390/ijerph21050521,2277655018.0
202210.3390/ijerph21050521,2284564292.0
202110.2174/2210676612666220408095913,32723370.0
202110.2174/2210676612666220408095913,84428895.0
202110.2174/2210676612666220408095913,2108213503.0
202010.2174/2210676612666220408095913,5027882.0
202010.2174/2210676612666220408095913,31328150.0
202010.2174/2210676612666220408095913,1860974.0
202310.1101/2024.09.19.613896,9441219.0
202310.1101/2024.09.19.613896,116614176.0
202310.1101/2024.09.19.613896,152592023.0
202210.1101/2024.09.19.613896,152146175.0
202210.1101/2024.09.19.613896,146958366.0
202210.1101/2024.09.19.613896,1396885719.0
201610.1016/j.bdr.2017.07.002,6323147.0
201610.1016/j.bdr.2017.07.002,2007081196.0
201610.1016/j.bdr.2017.07.002,5710636.0
201510.1016/j.bdr.2017.07.002,9723962.0
201510.1016/j.bdr.2017.07.002,4947513.0
201510.1016/j.bdr.2017.07.002,148131506.0
201810.1109/ISNCC.2019.8909134,143763889.0
201810.1109/ISNCC.2019.8909134,4585300.0
201810.1109/ISNCC.2019.8909134,2115013.0
201710.1109/ISNCC.2019.8909134,50239839.0
201710.1109/ISNCC.2019.8909134,47821940.0
201710.1109/ISNCC.2019.8909134,2109907224.0
201610.1109/ISNCC.2019.8909134,5166295.0
201610.1109/ISNCC.2019.8909134,115093841.0
201610.1109/ISNCC.2019.8909134,50073802.0
201510.1109/ISNCC.2019.8909134,34112189.0
201510.1109/ISNCC.2019.8909134,34632872.0
201510.1109/ISNCC.2019.8909134,37824563.0
202210.30574/ijsra.2023.10.1.0720,6180697.0
202210.30574/ijsra.2023.10.1.0720,145116440.0
202210.30574/ijsra.2023.10.1.0720,1382651721.0
202110.30574/ijsra.2023.10.1.0720,39740778.0
202110.30574/ijsra.2023.10.1.0720,2075696807.0
202110.30574/ijsra.2023.10.1.0720,103938200.0
202410.1016/j.anucene.2024.110952,2282248467.0
202410.1016/j.anucene.2024.110952,2109819730.0
202410.1016/j.anucene.2024.110952,4433841.0
202310.1016/j.anucene.2024.110952,50351616.0
202310.1016/j.anucene.2024.110952,3469217.0
202310.1016/j.anucene.2024.110952,153191489.0
202110.3390/w14081300,39743720.0
202110.3390/w14081300,144618368.0
202110.3390/w14081300,145055956.0
202010.3390/w14081300,104948798.0
202010.3390/w14081300,145614302.0
202010.3390/w14081300,88682571.0
202010.3390/s21175948,25628043.0
202010.3390/s21175948,2116047177.0
202010.3390/s21175948,2209149702.0
201910.3390/s21175948,2081160.0
201910.3390/s21175948,12782441.0
201910.3390/s21175948,1392947661.0
201810.3390/s21175948,145511695.0
201810.3390/s21175948,144032384.0
201810.3390/s21175948,39189434.0
201710.3390/s21175948,95848225.0
201710.3390/s21175948,2253481.0
201710.3390/s21175948,2341453535.0
202110.1016/j.aiig.2022.10.003,144946488.0
202110.1016/j.aiig.2022.10.003,3946259.0
202110.1016/j.aiig.2022.10.003,3186827.0
202010.1016/j.aiig.2022.10.003,1844728.0
202010.1016/j.aiig.2022.10.003,2153280425.0
202010.1016/j.aiig.2022.10.003,6443893.0
202210.3390/s23031639,2108121907.0
202210.3390/s23031639,4986233.0
202210.3390/s23031639,7190307.0
202110.3390/s23031639,2172707140.0
202110.3390/s23031639,32523323.0
202110.3390/s23031639,143604050.0
202010.3390/s23031639,4193196.0
202010.3390/s23031639,144299726.0
202010.3390/s23031639,1491777177.0
201910.3390/s23031639,37908281.0
201910.3390/s23031639,2920520.0
201910.3390/s23031639,34165289.0
202310.1016/j.annonc.2024.10.576,8933301.0
202310.1016/j.annonc.2024.10.576,2486393.0
202310.1016/j.annonc.2024.10.576,2260409497.0
202210.1016/j.annonc.2024.10.576,2202633445.0
202210.1016/j.annonc.2024.10.576,4427657.0
202210.1016/j.annonc.2024.10.576,2110050026.0
202210.1155/2023/9853636,2116435602.0
202210.1155/2023/9853636,152539178.0
202210.1155/2023/9853636,2273439050.0
202110.1155/2023/9853636,2204665473.0
202110.1155/2023/9853636,2313728781.0
202110.1155/2023/9853636,5473391.0
202210.1186/s12904-022-01113-0,2286483316.0
202210.1186/s12904-022-01113-0,145970371.0
202210.1186/s12904-022-01113-0,2227155225.0
202110.1186/s12904-022-01113-0,1391355852.0
202110.1186/s12904-022-01113-0,2142297536.0
202110.1186/s12904-022-01113-0,1902941670.0
202210.1007/s11416-023-00469-y,48115222.0
202210.1007/s11416-023-00469-y,1387194566.0
202210.1007/s11416-023-00469-y,2053771971.0
202110.1007/s11416-023-00469-y,9358421.0
202110.1007/s11416-023-00469-y,143930033.0
202110.1007/s11416-023-00469-y,2346815327.0
201010.1109/CISIS.2011.22,2244816228.0
201010.1109/CISIS.2011.22,21701715.0
201010.1109/CISIS.2011.22,47119537.0
200910.1109/CISIS.2011.22,1662806370.0
200910.1109/CISIS.2011.22,144286885.0
200910.1109/CISIS.2011.22,4434301.0
200810.1109/CISIS.2011.22,144286885.0
200810.1109/CISIS.2011.22,50239839.0
200810.1109/CISIS.2011.22,50080257.0
200710.1109/CISIS.2011.22,2750090.0
200710.1109/CISIS.2011.22,2274006406.0
200710.1109/CISIS.2011.22,47503356.0
202310.1016/j.heliyon.2024.e30251,2172543.0
202310.1016/j.heliyon.2024.e30251,2813884.0
202310.1016/j.heliyon.2024.e30251,145516152.0
202210.1016/j.heliyon.2024.e30251,6050298.0
202210.1016/j.heliyon.2024.e30251,2053326.0
202210.1016/j.heliyon.2024.e30251,2213534523.0
202110.3389/fcell.2022.937761,150044827.0
202110.3389/fcell.2022.937761,2258680039.0
202110.3389/fcell.2022.937761,2252380899.0
202010.3389/fcell.2022.937761,3817378.0
202010.3389/fcell.2022.937761,2321402.0
202010.3389/fcell.2022.937761,2085650631.0
201910.1109/tnse.2020.2968206,48237998.0
201910.1109/tnse.2020.2968206,6416280.0
201910.1109/tnse.2020.2968206,1401029062.0
201810.1109/tnse.2020.2968206,103761512.0
201810.1109/tnse.2020.2968206,2306102130.0
201810.1109/tnse.2020.2968206,2124819290.0
202210.48175/ijarsct-14367,2574427.0
202210.48175/ijarsct-14367,4794446.0
202210.48175/ijarsct-14367,2056490319.0
202110.48175/ijarsct-14367,145905113.0
202110.48175/ijarsct-14367,1932523.0
202110.48175/ijarsct-14367,2116309760.0
202410.1115/1.4067600,2705801.0
202410.1115/1.4067600,117148565.0
202410.1115/1.4067600,1400654327.0
202310.1115/1.4067600,2264582907.0
202310.1115/1.4067600,153073370.0
202310.1115/1.4067600,2583970.0
202310.3390/agriculture14111900,2107121973.0
202310.3390/agriculture14111900,144311901.0
202310.3390/agriculture14111900,1761370.0
202210.3390/agriculture14111900,30313938.0
202210.3390/agriculture14111900,1699559.0
202210.3390/agriculture14111900,2256306989.0
202110.1016/j.ejogrb.2022.12.008,102920456.0
202110.1016/j.ejogrb.2022.12.008,2119327896.0
202110.1016/j.ejogrb.2022.12.008,48037307.0
202010.1016/j.ejogrb.2022.12.008,2152810772.0
202010.1016/j.ejogrb.2022.12.008,2110984588.0
202010.1016/j.ejogrb.2022.12.008,123597596.0
201910.1109/TBDATA.2019.2940237,1423434950.0
201910.1109/TBDATA.2019.2940237,71758631.0
201910.1109/TBDATA.2019.2940237,2341533065.0
201810.1109/TBDATA.2019.2940237,2548311.0
201810.1109/TBDATA.2019.2940237,32434816.0
201810.1109/TBDATA.2019.2940237,2518990.0
202310.1108/lhtn-08-2024-0132,153238913.0
202310.1108/lhtn-08-2024-0132,2098344.0
202310.1108/lhtn-08-2024-0132,11605499.0
202210.1108/lhtn-08-2024-0132,1819200.0
202210.1108/lhtn-08-2024-0132,6429298.0
202210.1108/lhtn-08-2024-0132,51954692.0
201810.1109/SP.2019.00073,2109674117.0
201810.1109/SP.2019.00073,2602704.0
201810.1109/SP.2019.00073,143711816.0
201710.1109/SP.2019.00073,49566508.0
201710.1109/SP.2019.00073,2149534417.0
201710.1109/SP.2019.00073,2288634311.0
201610.1109/SP.2019.00073,1397731540.0
201610.1109/SP.2019.00073,8474541.0
201610.1109/SP.2019.00073,2976281.0
201510.1109/SP.2019.00073,103428978.0
201510.1109/SP.2019.00073,35643444.0
201510.1109/SP.2019.00073,5772802.0
202310.1016/j.dt.2024.06.004,2223512368.0
202310.1016/j.dt.2024.06.004,1412797280.0
202310.1016/j.dt.2024.06.004,150076640.0
202210.1016/j.dt.2024.06.004,1745689.0
202210.1016/j.dt.2024.06.004,1978589018.0
202210.1016/j.dt.2024.06.004,1576164022.0
202210.1109/CCWC57344.2023.10099366,47529926.0
202210.1109/CCWC57344.2023.10099366,5389479.0
202210.1109/CCWC57344.2023.10099366,2138523055.0
202110.1109/CCWC57344.2023.10099366,145805797.0
202110.1109/CCWC57344.2023.10099366,2400512.0
202110.1109/CCWC57344.2023.10099366,2261954279.0
202010.1109/CCWC57344.2023.10099366,3214992.0
202010.1109/CCWC57344.2023.10099366,2047481524.0
202010.1109/CCWC57344.2023.10099366,2055050266.0
201910.1109/CCWC57344.2023.10099366,48686109.0
201910.1109/CCWC57344.2023.10099366,72988153.0
201910.1109/CCWC57344.2023.10099366,1745546.0
202310.1002/tox.24230,88970445.0
202310.1002/tox.24230,2124985487.0
202310.1002/tox.24230,153227949.0
202210.1002/tox.24230,2335829.0
202210.1002/tox.24230,2278953381.0
202210.1002/tox.24230,2075318598.0
189610.1007/s13218-011-0164-1,145607092.0
189610.1007/s13218-011-0164-1,50183285.0
189610.1007/s13218-011-0164-1,118926939.0
189510.1007/s13218-011-0164-1,2292205846.0
189510.1007/s13218-011-0164-1,2152953138.0
189510.1007/s13218-011-0164-1,145680789.0
202310.32523/2616-7263-2024-149-4-256-268,3701834.0
202310.32523/2616-7263-2024-149-4-256-268,2227441529.0
202310.32523/2616-7263-2024-149-4-256-268,80409606.0
202210.32523/2616-7263-2024-149-4-256-268,103187089.0
202210.32523/2616-7263-2024-149-4-256-268,1818396.0
202210.32523/2616-7263-2024-149-4-256-268,145683692.0
201810.1021/acs.jcim.9b00313,50194664.0
201810.1021/acs.jcim.9b00313,38140081.0
201810.1021/acs.jcim.9b00313,37816670.0
201710.1021/acs.jcim.9b00313,2110530931.0
201710.1021/acs.jcim.9b00313,40291345.0
201710.1021/acs.jcim.9b00313,144530319.0
202010.37028/LINGCURE.V5NS1.1348,102458895.0
202010.37028/LINGCURE.V5NS1.1348,145485584.0
202010.37028/LINGCURE.V5NS1.1348,1863126.0
201910.37028/LINGCURE.V5NS1.1348,2082349906.0
201910.37028/LINGCURE.V5NS1.1348,5090398.0
201910.37028/LINGCURE.V5NS1.1348,1703866.0
201910.1016/j.euroneuro.2020.03.016,145882556.0
201910.1016/j.euroneuro.2020.03.016,21724165.0
201910.1016/j.euroneuro.2020.03.016,40642247.0
201810.1016/j.euroneuro.2020.03.016,119667892.0
201810.1016/j.euroneuro.2020.03.016,1395844624.0
201810.1016/j.euroneuro.2020.03.016,102490763.0
202310.48550/arXiv.2405.15709,3317154.0
202310.48550/arXiv.2405.15709,2228419098.0
202310.48550/arXiv.2405.15709,2261547695.0
202210.48550/arXiv.2405.15709,118041774.0
202210.48550/arXiv.2405.15709,6491170.0
202210.48550/arXiv.2405.15709,2109973472.0
202110.48550/arXiv.2405.15709,2264573376.0
202110.48550/arXiv.2405.15709,2248695417.0
202110.48550/arXiv.2405.15709,39811558.0
202010.48550/arXiv.2405.15709,2371703.0
202010.48550/arXiv.2405.15709,2154494854.0
202010.48550/arXiv.2405.15709,143983679.0
202110.1055/a-1885-1697,40260562.0
202110.1055/a-1885-1697,3214992.0
202110.1055/a-1885-1697,2200311395.0
202010.1055/a-1885-1697,77607690.0
202010.1055/a-1885-1697,1998853972.0
202010.1055/a-1885-1697,39081102.0
201410.7717/peerj.1425,1709674.0
201410.7717/peerj.1425,11058169.0
201410.7717/peerj.1425,48933647.0
201310.7717/peerj.1425,1412577657.0
201310.7717/peerj.1425,6097031.0
201310.7717/peerj.1425,2238072288.0
201210.4018/ijsda.2013100103,2336889297.0
201210.4018/ijsda.2013100103,1792616.0
201210.4018/ijsda.2013100103,2207947.0
201110.4018/ijsda.2013100103,2119079449.0
201110.4018/ijsda.2013100103,3457966.0
201110.4018/ijsda.2013100103,40055142.0
202310.1049/rpg2.12985,4430881.0
202310.1049/rpg2.12985,1691563.0
202310.1049/rpg2.12985,145968283.0
202210.1049/rpg2.12985,1456149937.0
202210.1049/rpg2.12985,2876687.0
202210.1049/rpg2.12985,16686130.0
202310.1109/BigData62323.2024.10825786,2352581510.0
202310.1109/BigData62323.2024.10825786,145817696.0
202310.1109/BigData62323.2024.10825786,49341607.0
202210.1109/BigData62323.2024.10825786,1727558.0
202210.1109/BigData62323.2024.10825786,133666476.0
202210.1109/BigData62323.2024.10825786,3298140.0
202110.1109/BigData62323.2024.10825786,3103075.0
202110.1109/BigData62323.2024.10825786,2151847987.0
202110.1109/BigData62323.2024.10825786,50762955.0
202010.1109/BigData62323.2024.10825786,1770007.0
202010.1109/BigData62323.2024.10825786,4964636.0
202010.1109/BigData62323.2024.10825786,2071377100.0
202110.1109/ACCESS.2022.3167058,2376903.0
202110.1109/ACCESS.2022.3167058,40935208.0
202110.1109/ACCESS.2022.3167058,49523559.0
202010.1109/ACCESS.2022.3167058,2596647.0
202010.1109/ACCESS.2022.3167058,1473553092.0
202010.1109/ACCESS.2022.3167058,38086304.0
202310.3389/fimmu.2024.1461424,3030273.0
202310.3389/fimmu.2024.1461424,2108583979.0
202310.3389/fimmu.2024.1461424,9208557.0
202210.3389/fimmu.2024.1461424,145086061.0
202210.3389/fimmu.2024.1461424,2075362133.0
202210.3389/fimmu.2024.1461424,2239385882.0
201710.1038/s41598-018-34671-6,2171638468.0
201710.1038/s41598-018-34671-6,2157885657.0
201710.1038/s41598-018-34671-6,2054574050.0
201610.1038/s41598-018-34671-6,32991017.0
201610.1038/s41598-018-34671-6,1713795.0
201610.1038/s41598-018-34671-6,1742192783.0
201810.3390/ijerph16142598,30923846.0
201810.3390/ijerph16142598,3183891.0
201810.3390/ijerph16142598,2259814486.0
201710.3390/ijerph16142598,3027741.0
201710.3390/ijerph16142598,2279990390.0
201710.3390/ijerph16142598,3425656.0
202110.1016/j.cor.2022.105897,1405311584.0
202110.1016/j.cor.2022.105897,145348361.0
202110.1016/j.cor.2022.105897,144324208.0
202010.1016/j.cor.2022.105897,1854276.0
202010.1016/j.cor.2022.105897,2474250.0
202010.1016/j.cor.2022.105897,39583921.0
202210.3390/electronics12122715,2110135814.0
202210.3390/electronics12122715,14757354.0
202210.3390/electronics12122715,2231324557.0
202110.3390/electronics12122715,104267330.0
202110.3390/electronics12122715,2245929.0
202110.3390/electronics12122715,40211147.0
202210.29207/joseit.v2i2.5460,1417428283.0
202210.29207/joseit.v2i2.5460,2801293.0
202210.29207/joseit.v2i2.5460,70697622.0
202110.29207/joseit.v2i2.5460,143926673.0
202110.29207/joseit.v2i2.5460,103043132.0
202110.29207/joseit.v2i2.5460,2118357891.0
201710.1007/978-3-030-03146-6_44,49938104.0
201710.1007/978-3-030-03146-6_44,2127592291.0
201710.1007/978-3-030-03146-6_44,2115559193.0
201610.1007/978-3-030-03146-6_44,2284926685.0
201610.1007/978-3-030-03146-6_44,145092818.0
201610.1007/978-3-030-03146-6_44,97941662.0
201510.1007/978-3-030-03146-6_44,1760750.0
201510.1007/978-3-030-03146-6_44,2299093210.0
201510.1007/978-3-030-03146-6_44,8655796.0
201410.1007/978-3-030-03146-6_44,153064823.0
201410.1007/978-3-030-03146-6_44,7501374.0
201410.1007/978-3-030-03146-6_44,48518514.0
202310.1109/ISCIT63075.2024.10793695,3437930.0
202310.1109/ISCIT63075.2024.10793695,5440963.0
202310.1109/ISCIT63075.2024.10793695,1622660554.0
202210.1109/ISCIT63075.2024.10793695,2067144932.0
202210.1109/ISCIT63075.2024.10793695,84156264.0
202210.1109/ISCIT63075.2024.10793695,144295570.0
202110.1109/ISCIT63075.2024.10793695,46932891.0
202110.1109/ISCIT63075.2024.10793695,71614776.0
202110.1109/ISCIT63075.2024.10793695,50459267.0
202010.1109/ISCIT63075.2024.10793695,2108347004.0
202010.1109/ISCIT63075.2024.10793695,152212327.0
202010.1109/ISCIT63075.2024.10793695,2117102276.0
202310.1088/1674-1056/ad4328,89536366.0
202310.1088/1674-1056/ad4328,1679535066.0
202310.1088/1674-1056/ad4328,2156969130.0
202210.1088/1674-1056/ad4328,2108701317.0
202210.1088/1674-1056/ad4328,35443960.0
202210.1088/1674-1056/ad4328,2309096550.0
202210.1002/aisy.202300402,2121093982.0
202210.1002/aisy.202300402,2254978123.0
202210.1002/aisy.202300402,2153081240.0
202110.1002/aisy.202300402,1683738.0
202110.1002/aisy.202300402,6791527.0
202110.1002/aisy.202300402,7991533.0
201910.1109/RoEduNet51892.2020.9324855,107675320.0
201910.1109/RoEduNet51892.2020.9324855,1387437822.0
201910.1109/RoEduNet51892.2020.9324855,1995551750.0
201810.1109/RoEduNet51892.2020.9324855,2264551876.0
201810.1109/RoEduNet51892.2020.9324855,1390615272.0
201810.1109/RoEduNet51892.2020.9324855,2323974940.0
201710.1109/RoEduNet51892.2020.9324855,47405201.0
201710.1109/RoEduNet51892.2020.9324855,28289358.0
201710.1109/RoEduNet51892.2020.9324855,9287382.0
201610.1109/RoEduNet51892.2020.9324855,1390005412.0
201610.1109/RoEduNet51892.2020.9324855,2026986145.0
201610.1109/RoEduNet51892.2020.9324855,83544268.0
202110.1126/science.add8258,40438090.0
202110.1126/science.add8258,3323474.0
202110.1126/science.add8258,46461346.0
202010.1126/science.add8258,2174880933.0
202010.1126/science.add8258,1953190.0
202010.1126/science.add8258,2168158044.0
201910.1007/s10909-020-02545-9,51136783.0
201910.1007/s10909-020-02545-9,2050470845.0
201910.1007/s10909-020-02545-9,9483953.0
201810.1007/s10909-020-02545-9,48809191.0
201810.1007/s10909-020-02545-9,2191560.0
201810.1007/s10909-020-02545-9,3818249.0
200410.1109/TENCON.2005.300837,1400654327.0
200410.1109/TENCON.2005.300837,2110760435.0
200410.1109/TENCON.2005.300837,41049553.0
200310.1109/TENCON.2005.300837,47888295.0
200310.1109/TENCON.2005.300837,2131147.0
200310.1109/TENCON.2005.300837,113492571.0
200210.1109/TENCON.2005.300837,143791184.0
200210.1109/TENCON.2005.300837,2321189873.0
200210.1109/TENCON.2005.300837,1478803952.0
200110.1109/TENCON.2005.300837,12851148.0
200110.1109/TENCON.2005.300837,2257229776.0
200110.1109/TENCON.2005.300837,77515381.0
202110.1109/INDIN51773.2022.9976072,2221758468.0
202110.1109/INDIN51773.2022.9976072,2296581198.0
202110.1109/INDIN51773.2022.9976072,102419405.0
202010.1109/INDIN51773.2022.9976072,1693721288.0
202010.1109/INDIN51773.2022.9976072,38459018.0
202010.1109/INDIN51773.2022.9976072,1380796858.0
201910.1109/INDIN51773.2022.9976072,144336828.0
201910.1109/INDIN51773.2022.9976072,120952273.0
201910.1109/INDIN51773.2022.9976072,2542999.0
201810.1109/INDIN51773.2022.9976072,4794270.0
201810.1109/INDIN51773.2022.9976072,30132057.0
201810.1109/INDIN51773.2022.9976072,1519274136.0
201710.1109/SNAMS.2018.8554834,3768636.0
201710.1109/SNAMS.2018.8554834,2046820.0
201710.1109/SNAMS.2018.8554834,1990708574.0
201610.1109/SNAMS.2018.8554834,6923172.0
201610.1109/SNAMS.2018.8554834,98799816.0
201610.1109/SNAMS.2018.8554834,2105821351.0
201510.1109/SNAMS.2018.8554834,1412577657.0
201510.1109/SNAMS.2018.8554834,121310035.0
201510.1109/SNAMS.2018.8554834,2061506769.0
201410.1109/SNAMS.2018.8554834,1486484578.0
201410.1109/SNAMS.2018.8554834,47366661.0
201410.1109/SNAMS.2018.8554834,38927854.0
202010.1021/acs.jpca.1c09984,144646517.0
202010.1021/acs.jpca.1c09984,98592399.0
202010.1021/acs.jpca.1c09984,4801321.0
201910.1021/acs.jpca.1c09984,3711628.0
201910.1021/acs.jpca.1c09984,2264501221.0
201910.1021/acs.jpca.1c09984,143777501.0
202410.1109/TASE.2024.3513354,145714680.0
202410.1109/TASE.2024.3513354,97894219.0
202410.1109/TASE.2024.3513354,32055112.0
202310.1109/TASE.2024.3513354,38766017.0
202310.1109/TASE.2024.3513354,80047341.0
202310.1109/TASE.2024.3513354,74211107.0
202210.3390/ijfs11030094,48206221.0
202210.3390/ijfs11030094,1398200990.0
202210.3390/ijfs11030094,2264613979.0
202110.3390/ijfs11030094,2057390586.0
202110.3390/ijfs11030094,2107193987.0
202110.3390/ijfs11030094,2180651959.0
202210.1109/M2VIP58386.2023.10413402,152428157.0
