Author_ID,Affiliation
46174709.0,Universitat Politecnica de Catalunya
10777819.0,AWS
3249727.0,Microsoft Research
32240593.0,Adobe Research
2149869703.0,University of Cambridge
2144134706.0,University of Cambridge
2118095747.0,Google Research
2146309367.0,Universitat Politecnica de Catalunya
34665814.0,Universitat Politecnica de Catalunya
2798354.0,University of Cambridge
2279381005.0,DeepMind
2260526599.0,Stanford University
2260528322.0,Adobe Research
2278545107.0,Google Research
2279380387.0,Microsoft Research
2004489925.0,Adobe Research
2248086878.0,University of Toronto
2339620028.0,AWS
2256195344.0,Stanford University
2328457063.0,Stanford University
2181382810.0,University of Cambridge
2328271931.0,"University of California, Berkeley"
2295873742.0,Harvard University
2328099286.0,University of Cambridge
2328219368.0,MIT
2328800883.0,University of Toronto
2329139801.0,Microsoft Research
2319523838.0,Microsoft Research
2267774398.0,University of Toronto
2195639928.0,Microsoft Research
48359293.0,Meta AI
1397904342.0,University of Cambridge
2184504234.0,DeepMind
1972387119.0,Intel Labs
2067749358.0,MIT
2068981183.0,University of Toronto
144625909.0,OpenAI
10720539.0,OpenAI
144188078.0,University of Cambridge
51894811.0,Universitat Politecnica de Catalunya
49238811.0,MIT
2647304.0,Adobe Research
2455282.0,"University of California, Berkeley"
30494387.0,Microsoft Research
1795113375.0,Microsoft Research
2591635.0,Google Research
3472832.0,Harvard University
1722055.0,Adobe Research
2306835593.0,NVIDIA Research
2306419527.0,DeepMind
2308421792.0,Harvard University
2306454190.0,AWS
3245425.0,Intel Labs
2291469438.0,DeepMind
2291435788.0,University of Toronto
2291342962.0,IBM Research
2267291897.0,NVIDIA Research
2291469077.0,NVIDIA Research
2238389108.0,Stanford University
2064260103.0,University of Cambridge
2339595595.0,NVIDIA Research
2339596212.0,Intel Labs
2339595115.0,DeepMind
2339595588.0,"University of California, Berkeley"
2339593874.0,IBM Research
2053979963.0,MIT
39102196.0,MIT
72952067.0,University of Toronto
35443960.0,NVIDIA Research
3064914.0,Intel Labs
3174588.0,Intel Labs
2091797683.0,Harvard University
2035836315.0,Stanford University
73759107.0,ETH Zurich
2079440273.0,IBM Research
1700271820.0,NVIDIA Research
8005747.0,University of Toronto
2876416.0,NVIDIA Research
1414119219.0,"University of California, Berkeley"
2660554.0,Universitat Politecnica de Catalunya
6470232.0,University of Cambridge
153483182.0,Google Research
2534407.0,ETH Zurich
3214043.0,"University of California, Berkeley"
5672681.0,University of Cambridge
29800064.0,Adobe Research
6185326.0,"University of California, Berkeley"
2113833460.0,"University of California, Berkeley"
108696091.0,OpenAI
72068822.0,IBM Research
2077503209.0,NVIDIA Research
2677079.0,NVIDIA Research
144217742.0,ETH Zurich
3570701.0,Intel Labs
49514462.0,Adobe Research
1948252942.0,University of Cambridge
7774574.0,ETH Zurich
94186560.0,University of Cambridge
3502018.0,"University of California, Berkeley"
4417093.0,MIT
2144283823.0,University of Cambridge
3815286.0,University of Cambridge
145133117.0,University of Cambridge
2292630556.0,OpenAI
2300235810.0,MIT
2693824.0,OpenAI
2265326503.0,University of Toronto
2292512207.0,Microsoft Research
2215690516.0,OpenAI
3030273.0,IBM Research
2162446116.0,Intel Labs
2262901.0,DeepMind
2068016.0,IBM Research
2820701.0,NVIDIA Research
1490934493.0,Intel Labs
1756949.0,University of Cambridge
2275569867.0,Google Research
2300545851.0,NVIDIA Research
2199526835.0,IBM Research
2321189873.0,Google Research
2220447371.0,Google Research
2321489136.0,"University of California, Berkeley"
2282140745.0,Google Research
46638878.0,Adobe Research
22238502.0,Universitat Politecnica de Catalunya
143677795.0,IBM Research
2758494.0,IBM Research
5720320.0,ETH Zurich
151177228.0,Intel Labs
101207276.0,Microsoft Research
150924838.0,University of Cambridge
3182510.0,Adobe Research
2180870323.0,Intel Labs
121844189.0,Harvard University
39189434.0,Intel Labs
2221574965.0,NVIDIA Research
2085650631.0,Microsoft Research
50428033.0,University of Toronto
2254452677.0,Intel Labs
2254385095.0,NVIDIA Research
2989395.0,ETH Zurich
144840972.0,Microsoft Research
2335888725.0,NVIDIA Research
2335894166.0,Meta AI
2335888972.0,Microsoft Research
2335889108.0,AWS
2335894787.0,Universitat Politecnica de Catalunya
2335886011.0,Universitat Politecnica de Catalunya
2335894174.0,IBM Research
2335894151.0,ETH Zurich
2335889430.0,DeepMind
2335888979.0,Universitat Politecnica de Catalunya
2335894235.0,"University of California, Berkeley"
2740374.0,"University of California, Berkeley"
2298571937.0,Adobe Research
2298509247.0,Harvard University
2298574945.0,MIT
2298568562.0,"University of California, Berkeley"
2075291155.0,"University of California, Berkeley"
66904290.0,AWS
3468133.0,ETH Zurich
2117852671.0,Google Research
3369856.0,Microsoft Research
40390132.0,ETH Zurich
1729979.0,DeepMind
1706937.0,MIT
2064947354.0,"University of California, Berkeley"
121310683.0,AWS
153030296.0,Universitat Politecnica de Catalunya
1728262.0,DeepMind
2341041934.0,Microsoft Research
2196653485.0,Universitat Politecnica de Catalunya
144327272.0,IBM Research
2196176908.0,"University of California, Berkeley"
2142863012.0,University of Toronto
144674044.0,IBM Research
1754561.0,IBM Research
1777631.0,NVIDIA Research
2670766.0,Stanford University
2282355919.0,University of Toronto
2188015654.0,Intel Labs
2167476542.0,Intel Labs
2333251016.0,AWS
2225845486.0,"University of California, Berkeley"
51887595.0,Stanford University
9192419.0,MIT
46610789.0,NVIDIA Research
116853525.0,Adobe Research
50378805.0,DeepMind
1380210582.0,University of Cambridge
2224850812.0,AWS
2266393147.0,AWS
2158038131.0,University of Cambridge
2224871422.0,"University of California, Berkeley"
46690737.0,Meta AI
2041846875.0,Intel Labs
2023972375.0,Adobe Research
1874254.0,IBM Research
2043635667.0,Harvard University
2242976074.0,Intel Labs
144191726.0,Adobe Research
2307477.0,Google Research
2980674.0,University of Cambridge
46241283.0,University of Toronto
2109674117.0,Adobe Research
2130037688.0,Microsoft Research
121611245.0,University of Toronto
5134422.0,University of Cambridge
2313842894.0,Stanford University
2949264.0,"University of California, Berkeley"
1404210932.0,"University of California, Berkeley"
2219927065.0,Stanford University
144282055.0,Intel Labs
2313088399.0,Intel Labs
2247345700.0,Adobe Research
2313596772.0,MIT
8367866.0,"University of California, Berkeley"
2251274862.0,Intel Labs
2237994560.0,University of Toronto
2307745696.0,ETH Zurich
2337380916.0,OpenAI
2114558833.0,Stanford University
70531964.0,Intel Labs
2271867310.0,Meta AI
9081907.0,DeepMind
3287693.0,Intel Labs
3132058.0,Intel Labs
40118887.0,Meta AI
40460371.0,IBM Research
2213873418.0,Harvard University
2281454.0,"University of California, Berkeley"
2088138377.0,Universitat Politecnica de Catalunya
39740778.0,Harvard University
2200547919.0,AWS
73529923.0,Microsoft Research
2181472973.0,NVIDIA Research
2289926574.0,MIT
2266529178.0,Universitat Politecnica de Catalunya
2266577868.0,Google Research
2294545179.0,MIT
3407759.0,IBM Research
2159004238.0,AWS
2304845298.0,NVIDIA Research
2304793932.0,MIT
2304795675.0,Microsoft Research
2304795278.0,ETH Zurich
2304793998.0,University of Toronto
2304794424.0,Intel Labs
2304799472.0,"University of California, Berkeley"
2312864048.0,Microsoft Research
2272424983.0,NVIDIA Research
2170670021.0,MIT
2295156156.0,Adobe Research
2271124396.0,IBM Research
2271748002.0,Universitat Politecnica de Catalunya
2270428859.0,Google Research
2312875339.0,Meta AI
2312902269.0,OpenAI
2313030846.0,IBM Research
2312866805.0,NVIDIA Research
2270702453.0,OpenAI
2150033004.0,OpenAI
145941068.0,ETH Zurich
2526983.0,ETH Zurich
152768617.0,Adobe Research
144826602.0,Intel Labs
2328412.0,AWS
49504506.0,OpenAI
2110199755.0,Google Research
2394641.0,Intel Labs
9211742.0,NVIDIA Research
39473012.0,DeepMind
15385671.0,AWS
50364784.0,AWS
49317795.0,Meta AI
2051287091.0,University of Cambridge
2280516752.0,IBM Research
98450833.0,IBM Research
30681780.0,Intel Labs
2012774630.0,ETH Zurich
145637096.0,University of Cambridge
2109350939.0,IBM Research
1504481712.0,OpenAI
2346125337.0,Google Research
2346128686.0,Microsoft Research
2346461575.0,Adobe Research
2346125827.0,University of Toronto
2346815327.0,IBM Research
2346125178.0,DeepMind
48512538.0,ETH Zurich
2283233014.0,NVIDIA Research
2283235007.0,Universitat Politecnica de Catalunya
2283231256.0,"University of California, Berkeley"
3157188.0,Harvard University
97913682.0,IBM Research
2781033.0,University of Cambridge
28974080.0,AWS
1703218.0,Adobe Research
26973516.0,ETH Zurich
2116602.0,MIT
2097672910.0,Universitat Politecnica de Catalunya
145746490.0,Meta AI
2153683263.0,Adobe Research
7324583.0,Meta AI
145793370.0,IBM Research
2065209361.0,Intel Labs
2233545527.0,Universitat Politecnica de Catalunya
2233751499.0,Adobe Research
123539048.0,DeepMind
2230000137.0,Universitat Politecnica de Catalunya
2230012656.0,OpenAI
2109795450.0,MIT
16253773.0,Google Research
2147518.0,University of Toronto
95613409.0,Adobe Research
152907820.0,DeepMind
2435667.0,University of Cambridge
6232252.0,Microsoft Research
2385206.0,University of Cambridge
145848913.0,MIT
2213599403.0,Meta AI
1919023346.0,MIT
3387799.0,University of Cambridge
2292331557.0,Harvard University
2261547695.0,Adobe Research
2292331333.0,Universitat Politecnica de Catalunya
2292331237.0,Harvard University
2089567022.0,AWS
2292332132.0,Universitat Politecnica de Catalunya
3384718.0,Stanford University
2209041790.0,AWS
2209387409.0,Adobe Research
7877211.0,OpenAI
2140282634.0,OpenAI
49781537.0,Google Research
1431743814.0,Harvard University
4545096.0,OpenAI
116720357.0,"University of California, Berkeley"
104307739.0,MIT
108240685.0,AWS
35917656.0,Universitat Politecnica de Catalunya
1689298.0,MIT
12686038.0,Meta AI
2007619446.0,Harvard University
93344678.0,Harvard University
49960699.0,NVIDIA Research
70284781.0,Universitat Politecnica de Catalunya
88157862.0,Google Research
2158625346.0,IBM Research
2292351109.0,"University of California, Berkeley"
2292205846.0,University of Cambridge
2228271705.0,University of Toronto
2292731898.0,AWS
15057497.0,University of Cambridge
2241137373.0,NVIDIA Research
1662806370.0,Google Research
2250206934.0,AWS
97327920.0,University of Toronto
2250122075.0,IBM Research
2250158179.0,Harvard University
2111964.0,Stanford University
2140541021.0,University of Cambridge
113054314.0,University of Cambridge
98127546.0,Adobe Research
2675617.0,Google Research
152270990.0,Google Research
1453924341.0,OpenAI
144760655.0,Harvard University
2237316063.0,ETH Zurich
31837119.0,Adobe Research
145400502.0,Google Research
2111155094.0,IBM Research
1905832.0,IBM Research
2007081196.0,Google Research
2296824748.0,Adobe Research
2257329877.0,Universitat Politecnica de Catalunya
2296838945.0,Universitat Politecnica de Catalunya
2296849340.0,"University of California, Berkeley"
2296840329.0,Adobe Research
3192475.0,DeepMind
2296845427.0,Harvard University
2296838366.0,Intel Labs
2166095458.0,Stanford University
2323872882.0,AWS
2323877918.0,IBM Research
2352758960.0,University of Toronto
2309107072.0,OpenAI
2268201974.0,Stanford University
1400286111.0,IBM Research
2268076604.0,University of Cambridge
2268076586.0,OpenAI
2220241357.0,University of Cambridge
2268069503.0,"University of California, Berkeley"
2268068260.0,AWS
31138924.0,"University of California, Berkeley"
6388538.0,"University of California, Berkeley"
15524501.0,DeepMind
2059708712.0,Google Research
10328018.0,AWS
153084611.0,IBM Research
102218493.0,Universitat Politecnica de Catalunya
1404875068.0,Stanford University
2057098.0,MIT
40516637.0,MIT
145181054.0,University of Toronto
2006020008.0,ETH Zurich
107774505.0,University of Toronto
101734118.0,IBM Research
145516152.0,Stanford University
2985034.0,MIT
38930076.0,OpenAI
144666283.0,"University of California, Berkeley"
38459018.0,Microsoft Research
94744039.0,NVIDIA Research
2224542341.0,IBM Research
95396530.0,Intel Labs
2258298788.0,IBM Research
2216348121.0,DeepMind
1865800402.0,University of Toronto
2295226237.0,Universitat Politecnica de Catalunya
2067020770.0,Meta AI
2315926886.0,Intel Labs
1573661286.0,OpenAI
2315926108.0,NVIDIA Research
2257024037.0,Intel Labs
2341536104.0,OpenAI
2249427869.0,"University of California, Berkeley"
2309122765.0,OpenAI
2305691290.0,Adobe Research
2341533065.0,Intel Labs
49417391.0,IBM Research
2326364376.0,University of Toronto
117573565.0,Harvard University
2326365031.0,Meta AI
1403267048.0,Universitat Politecnica de Catalunya
1792578.0,Stanford University
1796247.0,Universitat Politecnica de Catalunya
40498886.0,Stanford University
2124521724.0,IBM Research
71706730.0,NVIDIA Research
9255319.0,Microsoft Research
2317915.0,OpenAI
2076257351.0,Stanford University
8552088.0,Universitat Politecnica de Catalunya
3113695.0,University of Cambridge
144395551.0,DeepMind
51480852.0,Universitat Politecnica de Catalunya
2025112.0,Intel Labs
2110134563.0,NVIDIA Research
2108880610.0,IBM Research
104810796.0,University of Cambridge
82528264.0,Microsoft Research
2315228661.0,Microsoft Research
1845635.0,Intel Labs
2314787559.0,Intel Labs
145508283.0,"University of California, Berkeley"
2825246.0,University of Cambridge
2690172.0,Google Research
1740145.0,MIT
2049054624.0,Universitat Politecnica de Catalunya
1818234319.0,MIT
2143470218.0,University of Cambridge
5463433.0,Stanford University
2109624445.0,University of Cambridge
1687728.0,Microsoft Research
2456955.0,AWS
2928835.0,Universitat Politecnica de Catalunya
3282877.0,Intel Labs
2259100.0,University of Toronto
50655248.0,DeepMind
2082372.0,ETH Zurich
2144568807.0,"University of California, Berkeley"
2253276850.0,Stanford University
23206303.0,Harvard University
2296471968.0,Adobe Research
2336458846.0,IBM Research
2339931706.0,ETH Zurich
2345821727.0,DeepMind
2343041314.0,University of Toronto
2339219483.0,Intel Labs
2343649881.0,DeepMind
2339220785.0,NVIDIA Research
2345849896.0,University of Toronto
2265473695.0,Harvard University
2265520885.0,Universitat Politecnica de Catalunya
40564012.0,Intel Labs
2237754404.0,Google Research
13411193.0,OpenAI
10394554.0,Adobe Research
35868722.0,Intel Labs
1412797280.0,Microsoft Research
2132924372.0,Universitat Politecnica de Catalunya
8176300.0,Universitat Politecnica de Catalunya
4324998.0,NVIDIA Research
3859485.0,MIT
87011304.0,Intel Labs
51173141.0,ETH Zurich
2132941884.0,Harvard University
2134751475.0,Google Research
2064082543.0,"University of California, Berkeley"
2017132416.0,IBM Research
1471683275.0,Microsoft Research
2363528.0,DeepMind
8973988.0,University of Toronto
3734741.0,IBM Research
48463317.0,NVIDIA Research
123637526.0,OpenAI
3395690.0,Harvard University
2131352.0,Meta AI
144085811.0,AWS
2298077620.0,University of Cambridge
32917482.0,IBM Research
2260631065.0,University of Toronto
2837687.0,NVIDIA Research
1686270.0,OpenAI
143780630.0,AWS
2148289458.0,Intel Labs
1693523.0,AWS
1992555.0,Intel Labs
1491237881.0,Intel Labs
2080499728.0,Meta AI
38773650.0,Stanford University
2277549395.0,Harvard University
3364814.0,Adobe Research
3343817.0,NVIDIA Research
2295761535.0,Adobe Research
3093729.0,NVIDIA Research
2315367092.0,Google Research
1396411124.0,AWS
2295763566.0,Universitat Politecnica de Catalunya
50459267.0,MIT
51170193.0,IBM Research
3379298.0,OpenAI
143612725.0,MIT
1770395.0,NVIDIA Research
145850486.0,Google Research
145678691.0,Stanford University
1573361268.0,DeepMind
11728316.0,Stanford University
144256374.0,University of Cambridge
2343930978.0,University of Toronto
2343924351.0,Meta AI
2343930877.0,ETH Zurich
2343932648.0,MIT
2330133086.0,Intel Labs
114806010.0,Adobe Research
34788773.0,Harvard University
2221758468.0,Meta AI
2311614945.0,Google Research
2249624113.0,"University of California, Berkeley"
2167286367.0,OpenAI
2221537054.0,Harvard University
2311457601.0,IBM Research
2311816196.0,Google Research
2311457269.0,NVIDIA Research
,University of Cambridge
47029485.0,IBM Research
145351366.0,MIT
2156153119.0,NVIDIA Research
5156240.0,DeepMind
51266051.0,MIT
2111609309.0,MIT
10915901.0,IBM Research
2027016864.0,NVIDIA Research
2154943626.0,OpenAI
2142289797.0,Universitat Politecnica de Catalunya
2315045.0,Harvard University
38217938.0,Meta AI
50573679.0,NVIDIA Research
2118029605.0,University of Cambridge
144970602.0,Microsoft Research
2070270377.0,OpenAI
1790073.0,University of Cambridge
116506705.0,AWS
2092490343.0,Stanford University
144010127.0,Intel Labs
3064304.0,Microsoft Research
143879680.0,DeepMind
2171515450.0,Intel Labs
2283151989.0,DeepMind
2183450331.0,Meta AI
2297639944.0,University of Cambridge
2297562560.0,University of Toronto
2138523055.0,OpenAI
2318080021.0,AWS
2318069573.0,AWS
1809387553.0,Universitat Politecnica de Catalunya
2328292462.0,Intel Labs
31249935.0,NVIDIA Research
2298465626.0,University of Toronto
41037178.0,Microsoft Research
98884159.0,Meta AI
144461881.0,IBM Research
1683066845.0,OpenAI
2005543466.0,University of Cambridge
39724649.0,University of Toronto
2005523802.0,Intel Labs
2005222538.0,ETH Zurich
97494650.0,University of Cambridge
2005430301.0,ETH Zurich
2004617613.0,OpenAI
1382832269.0,MIT
2117103880.0,ETH Zurich
2110905.0,Stanford University
38916898.0,ETH Zurich
35265720.0,OpenAI
2872756.0,Google Research
2250039140.0,Stanford University
143799272.0,Meta AI
2784368.0,MIT
2068611376.0,ETH Zurich
1830412825.0,Google Research
5371772.0,NVIDIA Research
46611479.0,"University of California, Berkeley"
2148536328.0,NVIDIA Research
2143549636.0,University of Cambridge
31682040.0,Universitat Politecnica de Catalunya
2163319579.0,DeepMind
2163320822.0,University of Cambridge
2163320765.0,Adobe Research
2163321391.0,OpenAI
2109432754.0,Harvard University
2075377374.0,"University of California, Berkeley"
49307645.0,Adobe Research
1713329.0,Adobe Research
1763020.0,Google Research
1709518.0,University of Toronto
2068006437.0,NVIDIA Research
2287962033.0,ETH Zurich
2279481335.0,MIT
2378919.0,Universitat Politecnica de Catalunya
69938484.0,AWS
13834779.0,AWS
2092359213.0,Universitat Politecnica de Catalunya
1416711090.0,NVIDIA Research
2273972386.0,"University of California, Berkeley"
1629509028.0,NVIDIA Research
2425652.0,IBM Research
152163988.0,Harvard University
1937193.0,Microsoft Research
6148099.0,Meta AI
1491726224.0,NVIDIA Research
2149250323.0,Meta AI
108345623.0,Microsoft Research
2146709950.0,Harvard University
2110683490.0,Google Research
2109803227.0,IBM Research
2158586628.0,DeepMind
7893127.0,IBM Research
2336141538.0,University of Toronto
2336246022.0,AWS
2113326933.0,Microsoft Research
2262083284.0,University of Toronto
2327864577.0,Google Research
2332145446.0,Intel Labs
2199322527.0,Meta AI
2149538895.0,University of Cambridge
2798136.0,AWS
151104072.0,Meta AI
35432676.0,Google Research
1682336.0,Microsoft Research
3027741.0,University of Cambridge
1845870613.0,Intel Labs
46651287.0,MIT
145648555.0,Meta AI
2109496569.0,ETH Zurich
2152721408.0,Universitat Politecnica de Catalunya
1838264.0,University of Toronto
47885718.0,Meta AI
2112820873.0,AWS
6989114.0,NVIDIA Research
49679382.0,Google Research
2110343231.0,Google Research
21805338.0,Google Research
2349478.0,Intel Labs
25173634.0,Google Research
2089333.0,University of Toronto
40348219.0,University of Cambridge
143631962.0,DeepMind
1754491.0,Google Research
145086335.0,DeepMind
2273444328.0,"University of California, Berkeley"
49170958.0,AWS
2242129.0,MIT
2821001.0,Intel Labs
2996101.0,Stanford University
1716140.0,University of Cambridge
1746953.0,Intel Labs
2107991276.0,DeepMind
2176277969.0,DeepMind
2176367738.0,Universitat Politecnica de Catalunya
2764370.0,Adobe Research
1429644956.0,IBM Research
32445208.0,AWS
143993049.0,OpenAI
7443096.0,Microsoft Research
2140414538.0,"University of California, Berkeley"
144474786.0,University of Toronto
1606631052.0,OpenAI
46890734.0,"University of California, Berkeley"
2109903853.0,Harvard University
2108236750.0,University of Cambridge
2143183485.0,Intel Labs
2217527852.0,Stanford University
122746553.0,Universitat Politecnica de Catalunya
2209318207.0,Microsoft Research
47825073.0,IBM Research
2171089846.0,MIT
2217583667.0,Harvard University
2127381476.0,DeepMind
2203255945.0,Adobe Research
5113985.0,Harvard University
6670979.0,Meta AI
32987037.0,Stanford University
2301456280.0,Universitat Politecnica de Catalunya
2301456917.0,University of Cambridge
2301456880.0,NVIDIA Research
2301457158.0,AWS
145502027.0,Adobe Research
49800767.0,"University of California, Berkeley"
1715339.0,Adobe Research
1869443.0,ETH Zurich
1699184.0,Intel Labs
2341152.0,ETH Zurich
2284589645.0,DeepMind
40055142.0,Harvard University
2220225377.0,Universitat Politecnica de Catalunya
2284315906.0,IBM Research
2212779451.0,"University of California, Berkeley"
2284322584.0,MIT
2496150.0,Universitat Politecnica de Catalunya
2284324431.0,Universitat Politecnica de Catalunya
2250078739.0,Harvard University
2166292082.0,Intel Labs
2107942948.0,OpenAI
50109653.0,Stanford University
1388444445.0,Universitat Politecnica de Catalunya
2113229282.0,"University of California, Berkeley"
2106614719.0,Microsoft Research
117148565.0,OpenAI
108618107.0,AWS
1631291481.0,MIT
40902088.0,University of Toronto
2370826.0,Adobe Research
1471263888.0,Adobe Research
2106488024.0,Intel Labs
2151212957.0,ETH Zurich
2164773572.0,Harvard University
1791176331.0,Stanford University
51160636.0,Universitat Politecnica de Catalunya
10749586.0,Google Research
3462777.0,Harvard University
151420454.0,MIT
49784582.0,IBM Research
144793101.0,ETH Zurich
49030166.0,AWS
1769056.0,University of Cambridge
143986637.0,Meta AI
1864048336.0,Microsoft Research
2101395648.0,Adobe Research
3614493.0,Microsoft Research
47527104.0,Microsoft Research
145105283.0,ETH Zurich
2004415152.0,Google Research
123317618.0,University of Toronto
10762902.0,Adobe Research
2133769321.0,Intel Labs
2055494867.0,NVIDIA Research
40451323.0,Harvard University
1397286739.0,IBM Research
152762383.0,Meta AI
40642247.0,Google Research
2067928143.0,University of Cambridge
153906595.0,Stanford University
2005805289.0,NVIDIA Research
1456147509.0,DeepMind
2236388442.0,University of Toronto
2155610656.0,University of Toronto
2108710355.0,University of Cambridge
2146379306.0,Universitat Politecnica de Catalunya
47629206.0,OpenAI
8090588.0,Microsoft Research
2336892288.0,University of Toronto
2336889297.0,Google Research
2336890541.0,Harvard University
2336888876.0,Universitat Politecnica de Catalunya
2336889646.0,IBM Research
2336892247.0,Microsoft Research
2296349233.0,Stanford University
47350595.0,Adobe Research
2146890947.0,AWS
1402012203.0,ETH Zurich
40586945.0,Universitat Politecnica de Catalunya
2971695.0,Adobe Research
2057273909.0,ETH Zurich
2830340.0,ETH Zurich
20295684.0,University of Cambridge
3084320.0,University of Cambridge
2300714018.0,University of Cambridge
2300498524.0,AWS
107691802.0,Intel Labs
39934720.0,AWS
108369486.0,Stanford University
2238575287.0,Universitat Politecnica de Catalunya
2211951391.0,"University of California, Berkeley"
2332071713.0,NVIDIA Research
2332071470.0,Universitat Politecnica de Catalunya
2757420.0,NVIDIA Research
144971017.0,Stanford University
151113774.0,Meta AI
152622072.0,AWS
1688355.0,MIT
2144251699.0,DeepMind
1576266923.0,Universitat Politecnica de Catalunya
2118765295.0,University of Toronto
145639692.0,"University of California, Berkeley"
144033656.0,"University of California, Berkeley"
2738247.0,Intel Labs
145339203.0,University of Toronto
2118878902.0,Universitat Politecnica de Catalunya
2072804942.0,Google Research
46935802.0,AWS
2295117580.0,Intel Labs
2294985470.0,Microsoft Research
2154901086.0,MIT
2266146826.0,AWS
2110428458.0,Intel Labs
2221290055.0,ETH Zurich
2218737523.0,Universitat Politecnica de Catalunya
2059358589.0,Intel Labs
1395086006.0,"University of California, Berkeley"
2315092655.0,OpenAI
2316755864.0,Harvard University
2135277815.0,DeepMind
3408086.0,Stanford University
9666956.0,Microsoft Research
46719775.0,Intel Labs
145407517.0,University of Cambridge
2314455767.0,University of Toronto
2215939951.0,Harvard University
2314444012.0,University of Toronto
